ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
,,,,,,,,760142.3,760142
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,Hirschia baltica,Bacteria,Pseudomonadota,aerobe,582402.11,582402
,,,,,,,obligate aerobe,582402.5,582402
,,,,,,,,644736375,582402
6200,GSW-2,"DSM 19733, JCM 14974",1,Hirschia maritima,Bacteria,Pseudomonadota,aerobe,2519899518,551275
,,,,,,,obligate aerobe,551275.6,551275
11751,8025,"DSM 23850, ATCC 43625, CCUG 36157, MCCM 00728, CIP 108133, HIM 736-6",1,Histophilus somni,Bacteria,Pseudomonadota,microaerophile,2861509796,731
,,,,,,,,731.218,731
11870,DFL-43,"DSM 17068, CIP 109233, CCUG 59890, NCIMB 14078",1,Hoeflea phototrophica,Bacteria,Pseudomonadota,aerobe,2663763045,411684
,,,,,,,,411684.3,411684
5417,,"DSM 3989, ATCC 27806, KCTC 5969, CCUG 28091, VPI C17-5, JCM 10412",1,Holdemanella biformis,Bacteria,Bacillota,anaerobe,518637.5,518637
,,,,,,,facultative anaerobe,642979360,518637
5373,,"DSM 12042, ATCC 51649, CCUG 39501, VPI J1-31B-1",1,Holdemania filiformis,Bacteria,Bacillota,anaerobe,545696.5,545696
,,,,,,,microaerophile,643886103,545696
17671,TMBS4,"DSM 6591, JCM 39407",1,Holophaga foetida,Bacteria,Acidobacteriota,anaerobe,2509601028,903818
,,,,,,,facultative anaerobe,903818.3,903818
159457,WCA-MUC-591-APC-3H,"DSM 104962, JCM 34390",1,Hornefia butyriciproducens,Bacteria,Bacillota,obligate anaerobe,2606707.3,2652293
,,,,,,,,VUMZ00000000,2652293
12528,HS4,"CCUG 15557, NCTC 13064, JCM 12246, DSM 20616, ATCC 35310, NCDO 2354",1,Prevotella buccalis,Bacteria,Bacteroidota,anaerobe,647000293,679190
,,,,,,,,679190.26,679190
,,,,,,,,679190.3,679190
12553,,"DSM 19665, ATCC 15930, JCM 12249, NCTC 11321, CCUG 5914, Loesche strain 8B, JCM 8530, BCRC 10621, VPI 9085",1,Prevotella loescheii,Bacteria,Bacteroidota,anaerobe,1122985.3,1122985
,,,,,,,,1122985.6,1122985
,,,,,,,,1122985.7,1122985
,,,,,,,,2518645604,1122985
12542,E 934,"JCM 13450, DSM 16973, CCUG 50419",1,Prevotella marshii,Bacteria,Bacteroidota,anaerobe,1236489.4,862515
,,,,,,,obligate anaerobe,2585427902,862515
,,,,,,,,648276716,862515
,,,,,,,,862515.4,862515
12555,,"DSM 19126, CCUG 54409, CIP 108993, JCM 15639, LBN 293, AIP 261.03, KCTC 15075, AIP 261-03",1,Prevotella nanceiensis,Bacteria,Bacteroidota,anaerobe,1122988.3,1122988
,,,,,,,,1236507.3,1122988
,,,,,,,,2514885007,1122988
,,,,,,,,2585427904,1122988
12532,,"CCUG 15408, JCM 12251, DSM 20702, ATCC 33269, NCTC 11459, VPI D27B-24",1,Prevotella oralis,Bacteria,Bacteroidota,anaerobe,2695421016,28134
,,,,,,,,28134.3,28134
,,,,,,,,649989988,873533
,,,,,,,,873533.3,873533
12566,D033B-12-2,"DSM 22473, CCUG 57944, JCM 17484",1,Prevotella saccharolytica,Bacteria,Bacteroidota,anaerobe,1236516.4,1236516
,,,,,,,,2585427907,1236516
12539,EHS11,"DSM 15611, JCM 12083, CCUG 51933, KCTC 15078",1,Prevotella shahii,Bacteria,Bacteroidota,anaerobe,1122991.5,1122991
,,,,,,,,1235817.5,1122991
,,,,,,,,2585427597,1122991
,,,,,,,,2585427909,1122991
12556,4401737,"JCM 50105, DSM 22865, CCUG 50105, CIP 108522, JCM 15640, KCTC 15080",1,Prevotella timonensis,Bacteria,Bacteroidota,anaerobe,1122992.3,1122992
,,,,,,,,1122992.4,1122992
,,,,,,,,1122992.6,1122992
,,,,,,,,2523533627,1122992
,,,,,,,,2585427924,1122992
,,,,,,,,2600255039,1122992
17886,,"DSM 45258, CIP 109864, NBRC 109631, OFN S31, JCM 18112",1,Hoyosella altamirensis,Bacteria,Actinomycetota,aerobe,2824239402,616997
,,,,,,,obligate aerobe,2832161093,616997
,,,,,,,,616997.4,616997
,,,,,,,,616997.7,616997
132659,J12GA03,"DSM 101985, CGMCC 1.15478, JCM 32492",1,Hoyosella rhizosphaerae,Bacteria,Actinomycetota,aerobe,1755582.3,1755582
,,,,,,,obligate aerobe,,
8593,DQS3-9A1,"DSM 45089, CGMCC 4.3532, JCM 17490, NBRC 109087",1,Hoyosella subflava,Bacteria,Actinomycetota,aerobe,443218.12,443218
,,,,,,,obligate aerobe,443218.13,443218
,,,,,,,,650716009,443218
6309,KV-663,"DSM 21776, NBRC 101803, NRRL B-24471, JCM 15923",1,Humibacillus xanthopallidus,Bacteria,Actinomycetota,aerobe,2818991578,412689
,,,,,,,obligate aerobe,412689.4,412689
7498,SC-083,"DSM 18994, CCUG 54538, LMG 23996, JCM 16029, KACC 20986, NBRC 106151",1,Humibacter albus,Bacteria,Actinomycetota,aerobe,1121952.3,1121952
,,,,,,,obligate aerobe,2523533583,1121952
4168,,"DSM 15450, JCM 14124, CY 1",1,Humidesulfovibrio idahonensis,Bacteria,Pseudomonadota,anaerobe,2574180452,1121452
4141,,"DSM 13116, JCM 15822, Lup 1",1,Humidesulfovibrio mexicanus,Bacteria,Pseudomonadota,anaerobe,147047.3,147047
,,,,,,,,2622736540,1121458
23513,W37,"DSM 24525, CIP 110261, LMG 26243",1,Humitalea rosea,Bacteria,Pseudomonadota,aerobe,2734482251,990373
,,,,,,,obligate aerobe,990373.3,990373
23864,UB-B.2,"DSM 24995, MTCC 11101",1,Hungatella effluvii,Bacteria,Bacillota,anaerobe,1096246.3,1096246
,,,,,,,facultative anaerobe,2770939556,1096246
2808,1313,"DSM 13479, CCUG 43506, CIP 109440, MTCC 10951, AIP 10224",1,Hungatella hathewayi,Bacteria,Bacillota,anaerobe,154046.361,154046
,,,,,,,facultative anaerobe,566550.8,566550
,,,,,,,,645951835,566550
1603,X5-1,"DSM 3808, CCUG 48289",1,Lacrimispora xylanisolvens,Bacteria,Bacillota,anaerobe,2739367553,384636
,,,,,,,facultative anaerobe,384636.4,384636
164420,Gri0909,"JCM 32943, KACC 19793",1,Hwanghaeella grinnelliae,Bacteria,Pseudomonadota,obligate aerobe,2882163504,2500179
13857,Y26,DSM 22009,1,Palleronia aestuarii,Bacteria,Pseudomonadota,aerobe,2593339276,568105
,,,,,,,,568105.3,568105
133605,B2-9,"CGMCC 1.7049, NBRC 104238",1,Hydrocarboniphaga daqingensis,Bacteria,Pseudomonadota,aerobe,2619618894,490188
,,,,,,,obligate aerobe,490188.4,490188
17658,AP103,"DSM 16095, ATCC BAA-332",1,Hydrocarboniphaga effusa,Bacteria,Pseudomonadota,aerobe,1172194.9,1172194
,,,,,,,obligate aerobe,2521172591,1172194
782,MA-48,"DSM 2000, ATCC 43741, CCUG 26017, CIP 106933, LMG 7133",1,Hydrogenibacillus schlegelii,Bacteria,Bacillota,facultative anaerobe,1484.13,1484
,,,,,,,,1484.14,1484
,,,,,,,,2675903597,1484
24818,LX-B,"DSM 25471, CGMCC 1.5175, JCM 18117",1,Hydrogenispora ethanolica,Bacteria,Bacillota,anaerobe,1082276.3,1082276
,,,,,,,,2788499852,1082276
509,ISBSK3,"DSM 16510, ATCC BAA-821, JCM 12173",1,Hydrogenivirga caldilitoris,Bacteria,Aquificota,anaerobe,246264.3,246264
,,,,,,,,2681812961,246264
17692,SW512,"DSM 24774, CGMCC 1.5070, JCM 14861",1,Hydrogenoanaerobacterium saccharovorans,Bacteria,Bacillota,anaerobe,2667527384,474960
,,,,,,,obligate aerobe,2786546165,474960
,,,,,,,,474960.3,474960
,,,,,,,,474960.5,474960
512,TK-6,"DSM 6534, IAM 12695, JCM 7687, NBRC 102181",1,Hydrogenobacter thermophilus,Bacteria,Aquificota,aerobe,608538.3,608538
,,,,,,,anaerobe,646311936,608538
,,,,,,,,650377953,608538
167823,LA-38,"LMG 30805, KACC 19730",1,Hydrogenophaga borbori,Bacteria,Pseudomonadota,obligate aerobe,NZ_QVLS00000000,2294117
140762,LPB0072,"KACC 18705, JCM 31188",1,Hydrogenophaga crassostreae,Bacteria,Pseudomonadota,aerobe,2718217877,1763535
,,,,,,,,2744054811,1763535
2969,S1,"DSM 5680, JCM 21401, IAM 14919, CIP 107269",1,Hydrogenophaga intermedia,Bacteria,Pseudomonadota,obligate aerobe,2619619207,65786
,,,,,,,,65786.5,65786
2965,362,"DSM 63, ATCC 17724, Stanier 362, JCM 21412, BCRC 13886, CCM 4454, CCUG 1780, CCUG 20334, CECT 4107, CFBP 2445, CIP 103304, IAM 14930, LMG 2366, NBRC 102513, VKM B-1328",1,Hydrogenophaga palleronii,Bacteria,Pseudomonadota,aerobe,1349791.3,1349791
,,,,,,,obligate aerobe,2681813002,1349791
2966,"GA3, GA 3","DSM 1034, ATCC 33668, CCUG 13799, LMG 5945, JCM 21410, BCRC 13892, CCM 4455, CFBP 2439, CIP 103270, IAM 14928, KACC 10200, NBRC 102511",1,Hydrogenophaga pseudoflava,Bacteria,Pseudomonadota,aerobe,1349792.3,1349792
,,,,,,,obligate aerobe,2731957687,1349792
2968,2K1,"DSM 2082, ATCC 49743, CCUG 15921, LMG 7170, JCM 21411, CIP 106727, IAM 14929, KCTC 12153, NBRC 102512, CCM 4458",1,Hydrogenophaga taeniospiralis,Bacteria,Pseudomonadota,aerobe,1349793.3,1281780
,,,,,,,obligate aerobe,2731957688,1349793
11933,HL 5,"DSM 15072, CIP 109407, UNIQEM U 221",1,Hydrogenovibrio halophilus,Bacteria,Pseudomonadota,microaerophile,1123516.3,1123516
,,,,,,,,2517572244,1123516
132286,A2P5,"DSM 102852, CCUG 66137, LMG 28428",1,Hydromonas duriensis,Bacteria,Pseudomonadota,aerobe,1527608.3,1527608
,,,,,,,obligate aerobe,2770939569,1527608
131181,,"DSM 28441, CCM 7760, CCUG 51397",1,Hydrotalea flava,Bacteria,Bacteroidota,aerobe,2751185699,714549
,,,,,,,facultative anaerobe,714549.28,714549
,,,,,,,obligate aerobe,,
17765,AF-51,"DSM 23241, LMG 25526",1,Hydrotalea sandarakina,Bacteria,Bacteroidota,aerobe,1004304.4,1004304
,,,,,,,obligate aerobe,2593339290,1004304
3803,"Collins 1187, IFR 1187","DSM 15310, CCUG 39621, CIP 106628, KACC 17382",1,Hymenobacter actinosclerus,Bacteria,Bacteroidota,aerobe,2622736539,82805
,,,,,,,,82805.3,82805
3797,I/26Cor1,"DSM 13606, CIP 107733, LMG 19658, CCUG 49624, LMG 19657",1,Hymenobacter aerophilus,Bacteria,Bacteroidota,aerobe,1121953.3,1121953
,,,,,,,obligate aerobe,2521172633,1121953
133120,16F3P,"KCTC 52194, JCM 31653",1,Hymenobacter aquaticus,Bacteria,Bacteroidota,aerobe,1867101.3,1867101
,,,,,,,,2895852395,1867101
158672,K1E01-27,"CGMCC 1.15197, NBRC 112610",1,Hymenobacter cavernae,Bacteria,Bacteroidota,aerobe,2044852.3,2044852
,,,,,,,obligate aerobe,,
140596,P5239,"LMG 29441, CCM 8649",1,Hymenobacter coccineus,Bacteria,Bacteroidota,aerobe,1884790.3,1908235
,,,,,,,,2791355030,1908235
3810,,"DSM 21074, KCTC 22258, LMG 24498, Dae 14",1,Hymenobacter daecheongensis,Bacteria,Bacteroidota,aerobe,1121955.3,1121955
,,,,,,,,2582581872,1121955
166209,NL,"KCTC 62521, CCTCC AB 2018028",1,Hymenobacter edaphi,Bacteria,Bacteroidota,obligate aerobe,2840912660,2211146
140764,B1789,"JCM 30595, CGMCC 1.14966",1,Hymenobacter frigidus,Bacteria,Bacteroidota,aerobe,1524095.3,1524095
,,,,,,,obligate aerobe,,
3806,"Tx g1 (MyxV2), Txg1","DSM 11116, LMG 21873, CIP 109676",1,Hymenobacter gelipurpurascens,Bacteria,Bacteroidota,obligate aerobe,2728369218,89968
,,,,,,,,89968.4,89968
133822,,"KCTC 23674, JCM 17841, DCY 57",1,Hymenobacter ginsengisoli,Bacteria,Bacteroidota,aerobe,2864219.3,2864219
140598,P5086,"LMG 29440, CCM 8648",1,Hymenobacter glacialis,Bacteria,Bacteroidota,aerobe,1884789.3,1908236
,,,,,,,obligate aerobe,2791355031,1908236
133140,B1909,"JCM 30596, CGMCC 1.12990",1,Hymenobacter glacieicola,Bacteria,Bacteroidota,aerobe,1562124.3,1562124
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,Hymenobacter gummosus,Bacteria,Bacteroidota,aerobe,1776032.3,1776032
,,,,,,,obligate aerobe,2895866647,1776032
166198,P6312,"CCM 8763, LMG 30612",1,Hymenobacter humicola,Bacteria,Bacteroidota,aerobe,2303334.3,2303334
,,,,,,,,2840904412,2303334
140597,P3150,"LMG 29435, CCM 8643",1,Hymenobacter lapidarius,Bacteria,Bacteroidota,aerobe,1884788.3,1908237
,,,,,,,obligate aerobe,2788500485,1908237
164337,9PBR-2,"JCM 32699, GDMCC 1.1492",1,Hymenobacter metallilatus,Bacteria,Bacteroidota,aerobe,2493666.3,2493666
,,,,,,,obligate aerobe,2895872347,2493666
131501,,"DSM 28041, KCTC 32567, YIM 77969, JCM 19647",1,Hymenobacter mucosus,Bacteria,Bacteroidota,aerobe,1411120.3,1411120
,,,,,,,obligate aerobe,2724679735,1411120
133201,P3,"DSM 101755, NBRC 111535",1,Hymenobacter nivis,Bacteria,Bacteroidota,aerobe,1850093.3,1850093
,,,,,,,,2848472540,1850093
137418,A1-12,"CIP 110166, LMG 26000, UCCCB30",1,Hymenobacter perfusus,Bacteria,Bacteroidota,facultative anaerobe,1236770.3,1236770
,,,,,,,obligate aerobe,2898455262,1236770
3804,Tibet-IIU11,"DSM 18569, CGMCC 1.6365",1,Hymenobacter psychrotolerans,Bacteria,Bacteroidota,aerobe,1121959.3,1121959
,,,,,,,obligate aerobe,2585428192,1121959
158615,NY03-3-30,"CCTCC AB 2017095, KCTC 62163, CCM 8852",1,Hymenobacter rubripertinctus,Bacteria,Bacteroidota,aerobe,2029981.3,2029981
,,,,,,,,2881489277,2029981
166359,BT18,"KCTC 62610, NBRC 114380",1,Hymenobacter russus,Bacteria,Bacteroidota,aerobe,2724192.3,2724192
,,,,,,,,2884753936,2724192
159821,2ED5,"CGMCC 1.16466, JCM 32612",1,Hyphobacterium indicum,Bacteria,Pseudomonadota,aerobe,2162714.3,2162714
,,,,,,,obligate aerobe,2887176471,2162714
133956,NL23,"ATCC BAA-2476, LMG 27277",1,Hyphomicrobium nitrativorans,Bacteria,Pseudomonadota,aerobe,1029756.8,1029756
,,,,,,,obligate aerobe,2528311098,1029756
6203,VP5,"DSM 5152, ATCC 33886, CIP 106773",1,Hyphomonas hirschiana,Bacteria,Pseudomonadota,obligate aerobe,1280951.3,1280951
,,,,,,,,2576861493,1280951
168571,T58,"KCTC 72081, MCCC 1H00359",1,Hyunsoonleella flava,Bacteria,Bacteroidota,obligate aerobe,SIRT00000000,2527939
5739,CNU-004,"DSM 21035, KCTC 22242, CNU 004",1,Hyunsoonleella jejuensis,Bacteria,Bacteroidota,aerobe,2684622907,419940
,,,,,,,obligate aerobe,419940.5,419940
17955,1a22,"DSM 21438, JCM 15503",1,Ideonella azotifigens,Bacteria,Pseudomonadota,aerobe,513160.3,513160
,,,,,,,obligate aerobe,,
137263,,"CIP 104251, CCUG 30977, CCUG 30898, ATCC 51718",1,Ideonella dechloratans,Bacteria,Pseudomonadota,aerobe,2510461017,36863
,,,,,,,,36863.4,36863
,,,,,,,,36863.8,36863
141120,KBP-31,"BCRC 80524, KCTC 32238",1,Ideonella paludis,Bacteria,Pseudomonadota,obligate aerobe,1233411.3,1233411
133925,SW104,"CGMCC 1.10824, JCM 18138",1,Idiomarina indica,Bacteria,Pseudomonadota,aerobe,1159017.3,1159017
,,,,,,,obligate aerobe,2596583643,1159017
6232,R22,DSM 16140,1,Idiomarina ramblicola,Bacteria,Pseudomonadota,aerobe,2898309190,263724
,,,,,,,obligate aerobe,,
6234,CL-SP19,"DSM 21922, JCM 12526, KCTC 12296, CIP 108665",1,Idiomarina seosinensis,Bacteria,Pseudomonadota,aerobe,2895657507,281739
,,,,,,,obligate aerobe,,
133294,CC-PW-9,"JCM 19757, BCRC 80745",1,Idiomarina tyrosinivorans,Bacteria,Pseudomonadota,obligate aerobe,2895617523,1445662
159851,UAE-HKU57,"CCOS 1165, NBRC 113042",1,Ignatzschineria cameli,Bacteria,Pseudomonadota,aerobe,2831766805,2182793
17527,L1/68,"DSM 13226, CCUG 54526, NCAIM B01938, CIP 107108, NCAIM B1938",1,Ignatzschineria larvae,Bacteria,Pseudomonadota,aerobe,1111732.3,1111732
,,,,,,,obligate aerobe,2513237114,1111732
17819,Mat9-16,"DSM 19864, NBRC 101810, JCM 16511",1,Ignavibacterium album,Bacteria,Chlorobiota,anaerobe,2513237218,945713
,,,,,,,obligate aerobe,945713.3,945713
235,1607-97,"DSM 15695, ATCC 700630, CCUG 37658, CIP 105896",1,Ignavigranum ruoffiae,Bacteria,Bacillota,facultative anaerobe,2634166308,89093
,,,,,,,microaerophile,89093.3,89093
,,,,,,,obligate aerobe,,
140269,NYU-BL-A3,"DSM 103668, ATCC TSD-63",1,Ileibacterium valens,Bacteria,Bacillota,anaerobe,2788500240,1862668
,,,,,,,obligate aerobe,,
133933,YM16-303,"NBRC 29153, KCTC 29139",1,Ilumatobacter nonamiensis,Bacteria,Actinomycetota,aerobe,2565956804,1313171
,,,,,,,obligate aerobe,,
5777,,"DSM 2926, CuHbu CuHBu1, CuHbu 1",1,Ilyobacter polytropus,Bacteria,Fusobacteriota,anaerobe,572544.11,572544
,,,,,,,,572544.12,572544
,,,,,,,,572544.3,572544
,,,,,,,,649633056,572544
133093,TR3.2,"DSM 103040, ATCC TSD-58",1,Immundisolibacter cernigliae,Bacteria,Pseudomonadota,aerobe,2775507249,1810504
,,,,,,,obligate aerobe,,
5746,K1,"DSM 24931, JCM 17677, MTCC 11055",1,Imtechella halotolerans,Bacteria,Bacteroidota,aerobe,2534681666,946077
,,,,,,,obligate aerobe,946077.8,946077
159202,WCA-383-APC-5B,"DSM 108839, JCM 34424",1,Inconstantimicrobium porci,Bacteria,Bacillota,anaerobe,2606627.3,2652291
,,,,,,,obligate anaerobe,VULX00000000,2652291
133554,LW1,"KCTC 22604, CCUG 57479",1,Indibacter alkaliphilus,Bacteria,Bacteroidota,aerobe,1189612.12,1189612
,,,,,,,,2516653045,1189612
164124,S5-TSA-19,"JCM 31737, KCTC 33871, MTCC 12608",1,Indiicoccus explosivorum,Bacteria,Bacillota,obligate aerobe,2886434805,1917864
166144,CCP-18,"BCRC 81120, LMG 30595, KCTC 62511",1,Inhella crocodyli,Bacteria,Pseudomonadota,aerobe,2881021045,2499851
,,,,,,,obligate aerobe,,
17957,,"DSM 23958, CCUG 54308, KCTC 12791, LMG 23877, NBRC 103252, IMCC 1713, CIP 110045",1,Inhella inkyongensis,Bacteria,Pseudomonadota,aerobe,2861611580,392593
,,,,,,,,392593.7,392593
132414,S2479,"DSM 100275, VKM B-2962",1,Inmirania thermothiophila,Bacteria,Pseudomonadota,facultative anaerobe,1750597.3,1750597
,,,,,,,obligate aerobe,2788499858,1750597
13941,AU476,"CIP 108342, CCM 7171, DSM 16000, CCUG 45653, LMG 20952",1,Inquilinus limosus,Bacteria,Pseudomonadota,aerobe,1122125.13,1122125
,,,,,,,obligate aerobe,2523533609,1122125
14019,MF 19,"CCUG 49449, IAM 14946, LMG 5407, DSM 11589, ATCC 33334, IFO 13617, NBRC 13617, JCM 21428, CIP 107757",1,Insolitispirillum peregrinum subsp. integrum,Bacteria,Pseudomonadota,aerobe,2681813507,80876
,,,,,,,,80876.3,80876
2830,,"DSM 16795, ATCC BAA-827, CCUG 48940, WAL 16138",1,Intestinibacter bartlettii,Bacteria,Bacillota,anaerobe,2585428074,445973
,,,,,,,,261299.117,261299
,,,,,,,,445973.14,445973
,,,,,,,,641736113,445973
24772,SRB-521-5-l,"DSM 26588, CCUG 63529, KCTC 15744, JCM 32124",1,Intestinimonas butyriciproducens,Bacteria,Bacillota,anaerobe,1297617.27,1297617
,,,,,,,,1297617.82,1297617
,,,,,,,,2756170247,1297617
6246,Q5-1,"DSM 25801, CCTCC Aa 2010019, CGMCC 1.10750, KCTC 19811, NRRL B-59521, JCM 18316",1,Intrasporangium chromatireducens,Bacteria,Actinomycetota,aerobe,2588253842,584657
,,,,,,,obligate aerobe,584657.9,584657
133277,C-3,"JCM 17843, LMG 28660",1,Iodidimonas muriae,Bacteria,Pseudomonadota,aerobe,1236965.3,1236965
,,,,,,,,261467.5,261467
2277,M577-94,"DSM 13760, CCUG 37660, CIP 107375",1,Isobaculum melis,Bacteria,Bacillota,facultative anaerobe,142588.3,142588
,,,,,,,microaerophile,2634166323,142588
,,,,,,,obligate aerobe,,
138458,DS-3,"CIP 108921, KCTC 19128, JCM 15137",1,Isoptericola dokdonensis,Bacteria,Actinomycetota,aerobe,1300344.3,1300344
,,,,,,,obligate aerobe,2687453494,1300344
12584,,"DSM 16376, KCTC 19046, YIM 70177, JCM 13590, NBRC 104116, CIP 108968",1,Isoptericola halotolerans,Bacteria,Actinomycetota,aerobe,2849278078,300560
,,,,,,,obligate aerobe,300560.7,300560
12583,MX5,"DSM 10177, ATCC BAA-303, CIP 109082, JCM 11754, KCTC 9985, NBRC 104115",1,Isoptericola variabilis,Bacteria,Actinomycetota,facultative anaerobe,1305623.3,1305623
,,,,,,,obligate aerobe,2734481962,1305623
158282,D4N98,"DSM 105030, LMG 30066",1,Izhakiella australiensis,Bacteria,Pseudomonadota,aerobe,2791354900,1926881
,,,,,,,facultative anaerobe,,
132465,N6PO6,"DSM 29293, LMG 28430",1,Izhakiella capsodis,Bacteria,Pseudomonadota,aerobe,2651870110,1367852
,,,,,,,facultative anaerobe,,
6265,H2.16B,"DSM 18333, CCUG 49715, CIP 108728, JCM 14734, IAM 15369, JCM 21813, NBRC 107843, NCIMB 14557",1,Janibacter anophelis,Bacteria,Actinomycetota,aerobe,1216968.3,1216968
,,,,,,,obligate aerobe,2681812985,1216968
24109,HR08-44,"DSM 26154, NBRC 107693",1,Janibacter cremeus,Bacteria,Actinomycetota,facultative anaerobe,1285192.3,1285192
,,,,,,,,2844630888,1285192
6267,PVAS-1,"DSM 21601, CCUG 56714, MTCC 8307, NBRC 109086, JCM 17930",1,Janibacter hoylei,Bacteria,Actinomycetota,aerobe,1210046.12,1210046
,,,,,,,obligate aerobe,1210046.3,1210046
,,,,,,,,2531839443,1210046
6248,2003-10,"DSM 11140, IAM 14889, IFO 16128, NBRC 16128, CCUG 37980, HKI 83, ATCC 700321, CIP 105276, JCM 10980, KCTC 9994",1,Janibacter limosus,Bacteria,Actinomycetota,aerobe,1216970.3,1216970
,,,,,,,obligate aerobe,2731957613,1216970
6260,CS12,"DSM 13876, JCM 10705, KCCM 80001, CCUG 45369, ATCC BAA-130, CIP 107018, KCTC 19953, NBRC 107853, NCIMB 14349, NBRC 107842",1,Janibacter terrae,Bacteria,Actinomycetota,aerobe,1216972.3,1216972
,,,,,,,facultative anaerobe,2690315844,1216972
,,,,,,,obligate aerobe,,
6261,10N,"DSM 13953, IAM 14781, JCM 12887, CIP 106967, KCTC 19032, KCTC 9986, NBRC 107854",0,Janibacter terrae,Bacteria,Actinomycetota,obligate aerobe,1053688.3,1053688
,,,,,,,,1053688.4,1053688
,,,,,,,,2731957720,1053688
,,,,,,,,2734481964,1053688
24489,GSW-M26,"DSM 28248, CCUG 60899, KCTC 23555, KCTC 23555T",1,Jannaschia aquimarina,Bacteria,Pseudomonadota,aerobe,2603880180,935700
,,,,,,,,2681813552,935700
,,,,,,,,935700.4,935700
,,,,,,,,935700.5,935700
13666,5SM22,"DSM 16310, CECT 5294, DSM 14426, CCUG 49437, CIP 108961",0,Jannaschia cystaugens,Bacteria,Pseudomonadota,aerobe,1123361.3,1123361
,,,,,,,,2585427601,1123361
,,,,,,,,266809.9,266809
,,,,,,,,2713896961,266809
131163,DSW-17,"DSM 102233, JCM 14563, KCTC 12862, CECT 7802, CIP 109732",1,Jannaschia donghaensis,Bacteria,Pseudomonadota,aerobe,2671180308,420998
,,,,,,,,420998.4,420998
130605,HD-22,"DSM 100420, CCUG 63415, KCTC 32179",1,Jannaschia faecimaris,Bacteria,Pseudomonadota,aerobe,1244108.3,1244108
,,,,,,,obligate aerobe,2693429889,1244108
166522,12N15,"MCCC 1H00325, KCTC 62582",1,Jannaschia formosa,Bacteria,Pseudomonadota,aerobe,2835214827,2259592
13667,H1-M8,"DSM 19073, KACC 11609",1,Jannaschia pohangensis,Bacteria,Pseudomonadota,aerobe,2622736536,390807
,,,,,,,,390807.13,390807
13664,4SM3,"DSM 16279, CECT 5088, DSM 14425, CCUG 49434, CIP 108401",1,Jannaschia rubra,Bacteria,Pseudomonadota,aerobe,2622736430,282197
,,,,,,,,2711768026,282197
,,,,,,,,282197.4,282197
,,,,,,,,282197.5,282197
13668,SMK-146,"DSM 25227, CCUG 55326, KCTC 22172",1,Jannaschia seohaensis,Bacteria,Pseudomonadota,aerobe,2675903158,475081
,,,,,,,obligate aerobe,475081.3,475081
,,,,,,,,475081.4,475081
132846,CL-SP26,"DSM 104837, JCM 13035, KCCM 42114, CECT 7799, CIP 109167",1,Jannaschia seosinensis,Bacteria,Pseudomonadota,aerobe,2711768077,313367
,,,,,,,obligate aerobe,313367.4,313367
11315,W1R3,"CCUG 43140, CIP 106332, DSM 9628, NCPPB 3945, JCM 21444, IAM 14973, NBRC 102515",1,Janthinobacterium agaricidamnosum,Bacteria,Pseudomonadota,aerobe,1349767.1,1349767
,,,,,,,obligate aerobe,1349767.4,1349767
,,,,,,,,2585427668,1349767
,,,,,,,,2731957621,1349767
11313,"H-24, HB","CCUG 2344, LMG 6034, LMG 2892, DSM 1522, ATCC 12473, CCM 160, NCIB 9130, NCTC 9796, JCM 9043, CECT 946, CGMCC 1.2308, CIP 103349, HAMBI 1919, IAM 13948, KCTC 2898, LMG 3917, NCCB 80003, NCIMB 9130, VKM B-1223, RIMD 0314001",1,Janthinobacterium lividum,Bacteria,Pseudomonadota,aerobe,2816332556,29581
,,,,,,,,2893783347,29581
,,,,,,,,29581.3,29581
,,,,,,,,29581.44,29581
23030,S9-650,"DSM 45627, KACC 16232",1,Jatrophihabitans endophyticus,Bacteria,Actinomycetota,aerobe,1206085.4,1206085
,,,,,,,obligate aerobe,2695420949,1206085
166138,KSNA2,"KCTC 72234, CCTCC AB 2019098",1,Jejubacter calystegiae,Bacteria,Pseudomonadota,facultative anaerobe,2579935.4,2579935
,,,,,,,,2836662228,2579935
5728,EM39,"DSM 21165, KCTC 22298",1,Jejuia pallidilutea,Bacteria,Bacteroidota,aerobe,2728369277,504487
,,,,,,,obligate aerobe,504487.8,504487
24800,Jchi,"DSM 28058, BCRC 80367, KCTC 23701",1,Jeongeupia chitinilytica,Bacteria,Pseudomonadota,facultative anaerobe,1041641.3,1041641
10529,BIO-TAS4-2,"DSM 24253, CCUG 57610, KCTC 22633",1,Jeongeupia naejangsanensis,Bacteria,Pseudomonadota,aerobe,613195.3,613195
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
140572,1805-02,"CCUG 69147, CECT 9157",1,Jeotgalibaca arthritidis,Bacteria,Bacillota,facultative anaerobe,1868794.8,1868794
,,,,,,,microaerophile,2883942875,1868794
,,,,,,,obligate aerobe,,
140571,1804-02,"CECT 9156, CCUG 69148",1,Jeotgalibaca porci,Bacteria,Bacillota,facultative anaerobe,1868793.4,1868793
,,,,,,,microaerophile,2883945316,1868793
