"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
199,M1590/94/3,"DSM 10002, CCUG 38888, LMG 18722, CIP 105740",1,"Arcanobacterium phocae",Bacteria,"facultative anaerobe",GCA_900105865,131112.3,2634166335
202,M430/94/2,"DSM 13483, CCUG 42575, CIP 106442",1,"Arcanobacterium pluranimalium",Bacteria,"facultative anaerobe",GCA_016907845,108028.3,2893686931
23259,TF5-37.2-LB10,"DSM 23085, CIP 110085, MOLA 820",1,"Arcticibacter tournemirensis",Bacteria,"facultative anaerobe",GCA_006716645,699437.5,2818991316
,,,,,,,GCA_008690275,699437.6,8116671507
13886,U120,"DSM 14744, LMG 26916, CIP 110165",1,"Aromatoleum buckelii",Bacteria,"facultative anaerobe",GCA_012910785,200254.3,2887686508
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202, CIP 108315",1,"Arsenicicoccus bolidensis",Bacteria,"facultative anaerobe",GCA_000426385,1121017.3,2524614535
24107,KM894/11,"DSM 25571, CCOS 690, CCUG 62181",1,"Arsenicicoccus dermatophilus",Bacteria,"facultative anaerobe",GCA_022568795,1076331.3,8063152964
7531,B89,"DSM 20545, ATCC 13346, CCM 1653, NCIB 8910, CCUG 23843, JCM 11606, BCRC 12112, CDA 858, CIP 102362, HAMBI 1862, IAM 12343, IFO 12139, KCTC 3445, LMG 16255, NBRC 12139, NCIMB 8910, NRRL B-1814, VKM Ac-1116, VKM Ac-1128, IMET 10355",1,"Arthrobacter pascens",Bacteria,"facultative anaerobe",GCA_017052465,1677.4,8110818864
138666,,"CIP 106392, CCUG 42358, ATCC BAA-285",1,"Atopobacter phocae",Bacteria,"facultative anaerobe",GCA_000526675,1336234.3,2546825536
534,CW5,"DSM 21987, JCM 14755, KCTC 12893",1,"Aureimonas frigidaquae",Bacteria,"facultative anaerobe",GCA_001463905,424757.3,2700989461
11693,20186H4H1,"CIP 109717, DSM 18224, CCUG 52860",1,"Avibacterium endocarditidis",Bacteria,"facultative anaerobe",GCA_002921145,380674.10,2842990487
11694,,"DSM 18554, CCM 6075, CCUG 12835, CIP 103453, HIM 668-7, ATCC 29545, NCTC 11296, IPDH 2403",1,"Avibacterium paragallinarum",Bacteria,"facultative anaerobe",GCA_002921155,728.90,2837414230
,,,,,,,GCA_900450705,728.107,2823233258
166474,SY39,"KCTC 62157, MCCC 1K03430",1,"Pseudazoarcus pumilus",Bacteria,"facultative anaerobe",GCA_002872475,2067960.7,2775506897
341,H-N,"DSM 1124, ATCC 29713, IAM 12664, LMG 3324, CCUG 31482, JCM 20723, NBRC 102464, CIP 109065",1,"Azohydromonas australica",Bacteria,"facultative anaerobe",GCA_000430725,1121030.3,2526164741
140653,SgZ-5,"CCTCC AB 2012021, KACC 16605",1,"Azospirillum humicireducens",Bacteria,"facultative anaerobe",GCA_001639105,1226968.12,2687453243
134169,,"CCBAU 5106001, LMG 23364, CGMCC 1.5340, TMCY 0552",1,"Azospirillum melinis",Bacteria,"facultative anaerobe",GCA_017876055,328839.6,2918256355
170908,RWY-5-1-1,"CGMCC 1.13426, KCTC 72259",1,"Azospirillum oleiclasticum",Bacteria,"facultative anaerobe",GCA_013423485,2735135.3,2920700298
134249,,"NRRL B-41736, DSM 18954, CBD 119, CIP 109795",1,"Gottfriedia acidiceleris",Bacteria,"facultative anaerobe",GCA_002128425,371036.4,2916917969
,,,,,,,GCA_002156925,371036.5,8064324372
166332,CX253,"GDMCC 1.1608, KACC 21318",1,"Bacillus aerolatus",Bacteria,"facultative anaerobe",GCA_009183655,2653354.3,2997701709
1069,B1,"DSM 5391, ATCC 49005, CCM 3364, LMD 79.7, NCIB 12555, CIP 103477, LMG 9582, NCIMB 12555",1,"Bacillus benzoevorans",Bacteria,"facultative anaerobe",GCA_014207535,1456.3,2861430565
624,"13, 971, Ford 13, Gibson 971","DSM 31, ATCC 14579, CCM 2010, LMG 6923, NCIB 9373, NCTC 2599, CCUG 7414, JCM 2152, BCRC 10603, BCRC 11026, CECT 148, CECT 5050, CGMCC 1.3760, CIP 66.24, HAMBI 1887, IAM 12605, IAM 14174, IFO 15305, KCTC 3624, NBRC 15305, NCAIM B.02078, NCCB 75008, NCFB 1771, NCIMB 9373, NRRL B-3711, VKM B-504, VTT E-93143",1,"Bacillus cereus",Bacteria,"facultative anaerobe",GCA_000007825,226900.8,637000017
,,,,,,,GCA_002014665,1396.725,2916922888
,,,,,,,GCA_900445355,1396.2169,8117941662
,,,,,,,GCA_918184965,226900.167,8116650173
1323,391-98,"DSM 22905, CIP 110041, NVH 391-98, WDCM 00220",1,"Bacillus cytotoxicus",Bacteria,"facultative anaerobe",GCA_000017425,315749.8,640753006
132385,NE-14,"DSM 28970, JCM 30397",1,"Bacillus ectoiniformans",Bacteria,"facultative anaerobe",GCA_016908875,1494429.3,2901210109
167978,17-SMS-01,"KCTC 33949, MCCC 1K03483, MCCC 1K03483T",1,"Bacillus fungorum",Bacteria,"facultative anaerobe",GCA_002746455,2039284.4,2916902612
1289,DV7-B-4,"DSM 22148, KCTC 13429, BGSC 3A28, NRRL B-23052, CIP 110137",1,"Bacillus inaquosorum",Bacteria,"facultative anaerobe",GCA_000332645,1236548.3,2534682116
,,,,,,,GCA_003148415,483913.115,2875488945
689,"Gibson 46, 46, 1264","DSM 13, ATCC 14580, CCM 2145, IFO 12200, NBRC 12200, NCIB 9375, NCTC 10341, WDCM 00068, CCUG 7422, JCM 2505, BCRC 11702, CECT 20, CGMCC 1.3649, CIP 52.71, IAM 13417, KCTC 1753, KCTC 1918, LMG 6933, NCFB 1772, NCIMB 9375, NRRL NRS-1264, VKM B-511, LMG 12363, NCDO 1772",1,"Bacillus licheniformis",Bacteria,"facultative anaerobe",GCA_000008425,279010.12,639279303
,,,,,,,GCA_000011645,279010.13,639279304
,,,,,,,GCA_006094335,1402.297,8112430766
,,,,,,,GCA_022630555,1402.577,8115844112
,,,,,,,GCA_029857595,1402.734,8119733545
,,,,,,,GCA_030501475,1402.765,8119728997
,,,,,,,GCA_900637645,1402.266,8116440873
140556,AK61,"JCM 31087, MTCC 12015, KCTC 33872",1,"Metabacillus mangrovi",Bacteria,"facultative anaerobe",GCA_009711125,1491830.4,2956961750
158585,NC2-31,"KCTC 33721, MCCC 1K01239",1,"Bacillus marinisedimentorum",Bacteria,"facultative anaerobe",GCA_001644195,1821260.6,2744054838
1153,"WS 2480","DSM 11821, CCM 4872, CCUG 58725, LMG 18989, CIP 105772, KCTC 3975, WSBC 10204, WDCM 00222",0,"Bacillus mycoides",Bacteria,"facultative anaerobe",GCA_000513155,1220585.4,2563367135
,,,,,,,GCA_000775975,86662.17,2623621013
,,,,,,,GCA_918180265,1220585.11,8116655910
1151,,"DSM 12442, NRRL B-617, JCM 12231, CIP 105700, LMG 18993, KCTC 3862, NBRC 101232, BCRC 17606, BCRC 17107",1,"Bacillus pseudomycoides",Bacteria,"facultative anaerobe",GCA_000161455,527000.3,643886172
1264,FO-36b,"DSM 19292, ATCC BAA-1126, LMG 26769, NBRC 100820, CIP 109412",1,"Bacillus safensis subsp. safensis",Bacteria,"facultative anaerobe",GCA_000691165,1178541.5,2576861488
,,,,,,,GCA_003097715,1178541.10,8119716132
166417,,"LMG 30124, CECT 9344, BC 09",1,"Bacillus safensis subsp. osmophilus",Bacteria,"facultative anaerobe",GCA_003254445,2163013.3,8109101128
1302,PD-A10,"DSM 25261, BCC 22614, KACC 16244, KCTC 13613, CIP 110217",1,"Bacillus siamensis",Bacteria,"facultative anaerobe",GCA_000262045,1177185.3,2548877022
1201,"L87-10, TG8-8","DSM 13779, NRRL B-23154, JCM 12232, CIP 107271, KCTC 13918, NBRC 101234",1,"Bacillus sonorensis",Bacteria,"facultative anaerobe",GCA_000507125,1220591.4,2571042128
,,,,,,,GCA_001592005,1220591.6,2731957676
1172,"Marburg, 744","DSM 10, ATCC 6051, CCM 2216, IAM 12118, IFO 13719, JCM 1465, LMG 7135, NBRC 13719, NCIB 3610, NCTC 3610, NRS 744, CCUG 163 B, BCRC 10255, CECT 39, CIP 52.65, IFO 16412, IMET 10758, KCTC 3135, NBRC 16412, NCFB 1769, NCIMB 3610, NRRL B-4219, NRRL NRS-744, VKM B-501, VKM B-758, VKM B-919, VTT E-97009, UCCCB117, NCDO 1769",1,"Bacillus subtilis",Bacteria,"facultative anaerobe",GCA_000186085,535026.3,643886130
,,,,,,,GCA_001697265,135461.32,2912902859
,,,,,,,GCA_002055965,1423.413,2916868644
,,,,,,,GCA_006741845,135461.130,8111651762
,,,,,,,GCA_029537415,1423.2666,8117398639
,,,,,,,GCA_031316525,535026.41,8119724414
,,,,,,,GCA_900445475,1423.560,2916888191
158609,,"KCTC 33703, CGMCC 1.15917, EGI 80668",1,"Evansella tamaricis",Bacteria,"facultative anaerobe",GCA_019042215,2069301.3,3001076926
133927,SgZ-7,"CCTCC AB 2012030, KACC 16700",1,"Neobacillus thermocopriae",Bacteria,"facultative anaerobe",GCA_010975035,1215031.6,8066992054
133977,SgZ-8,"CCTCC AB 2012108, KACC 16706",1,"Bacillus thermotolerans",Bacteria,"facultative anaerobe",GCA_000812025,1221996.9,2630968694
,,,,,,,GCA_011751085,1221996.6,8119703167
1006,NRS-996,"DSM 2046, ATCC 10792, CCM 19, NCIB 9134, CCUG 7429, JCM 20386, BCRC 14683, CCEB 457, CECT 197, CIP 53.137, CN 3624, HAMBI 252, HAMBI 478, IAM 12077, LBG B-4034, LMD 70.8, LMG 7138, NBRC 101235, NCAIM B.01292, NCCB 70008, NCDO 1146, NCFB 1146, NCIMB 9134, NCIMB 9207, NRRL HD-735, NRRL NRS-996, PCM 1853, VKM B-439, VKM B-454, VTT E-86245, WDCM 00221",1,"Bacillus thuringiensis",Bacteria,"facultative anaerobe",GCA_000161615,527031.3,643886085
,,,,,,,GCA_002119445,1428.425,2912849059
,,,,,,,GCA_002243685,1428.478,2916873227
1150,"DV1-F-3, DV-1-F3","DSM 11031, NRRL B-14890, JCM 12234, ATCC 700092, BCRC 17183, CIP 104792, KCTC 3707, LMG 18725, NBRC 101236",1,"Bacillus vallismortis",Bacteria,"facultative anaerobe",GCA_000245315,1051502.3,2547132131
,,,,,,,GCA_004116955,72361.11,2880152234
17738,"13IX/A01/164, 131X/A01/164","DSM 17893, CIP 109092, OOB 256",1,"Balneola vulgaris",Bacteria,"facultative anaerobe",GCA_000375465,1121104.3,2515154152
11757,JF4016,"DSM 22022, CCUG 57335",1,"Basfia succiniciproducens",Bacteria,"facultative anaerobe",GCA_011455875,653940.7,8048270178
,,,,,,,GCA_900101275,653940.3,2593339214
5363,,"DSM 19936, CCUG 55508, WCC 4188",1,"Bavariicoccus seileri",Bacteria,"facultative anaerobe",GCA_000421665,1121105.4,2523533538
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,"Bifidobacterium callimiconis",Bacteria,"facultative anaerobe",GCA_003952005,2306973.3,2867271487
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,"Bifidobacterium castoris",Bacteria,"facultative anaerobe",GCA_003952025,2306972.3,2868066422
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,"Bifidobacterium dolichotidis",Bacteria,"facultative anaerobe",GCA_003951975,2306976.3,2867278111
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,"Bifidobacterium goeldii",Bacteria,"facultative anaerobe",GCA_003951095,2306975.3,2867275962
1709,"E194b (Variant a), E194b","DSM 20219, ATCC 15707, NCTC 11818, CCUG 28903, LMG 13197, JCM 1217, LMG 10497, BCRC 11847, CECT 4503, CIP 64.62, KCTC 3128, KCTC 3215, NCFB 2259, VTT E-96664, NCDO 2259, WDCM 00225",1,"Bifidobacterium longum subsp. longum",Bacteria,"facultative anaerobe",GCA_000196555,565042.3,649633019
,,,,,,,GCA_000741245,1679.6,2600254982
,,,,,,,GCA_900104835,216816.128,2634166334
,,,,,,,GCA_900637335,216816.359,8117555014
1747,,"DSM 21395, JCM 15461, YIT 10443, KCTC 5848",1,"Bifidobacterium mongoliense",Bacteria,"facultative anaerobe",GCA_000741285,1437603.3,2597489915
,,,,,,,GCA_000771525,1437603.4,2695420510
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,"Bifidobacterium samirii",Bacteria,"facultative anaerobe",GCA_003952945,2306974.3,2867273872
1740,"OMB 115","DSM 17777, JCM 13495",1,"Bifidobacterium tsurumiense",Bacteria,"facultative anaerobe",GCA_000429745,1121112.3,2524023141
,,,,,,,GCA_000741765,356829.3,2597490257
,,,,,,,GCA_000771065,1121112.4,2663763500
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,"Bifidobacterium vansinderenii",Bacteria,"facultative anaerobe",GCA_002234915,1984871.3,2862017679
5244,"BF36, BF 36","DSM 19580, CIP 109699",1,"Biostraticola tofi",Bacteria,"facultative anaerobe",GCA_004343195,466109.3,2791354869
140358,SSR2A-4-2,"DSM 103453, CGMCC 1.15297",1,"Blastomonas marina",Bacteria,"facultative anaerobe",GCA_014641655,1867408.3,8066682410
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,"Boudabousia marimammalium",Bacteria,"facultative anaerobe",GCA_001936115,156892.4,2865869608
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,"Bowdeniella nasicola",Bacteria,"facultative anaerobe",GCA_001907295,208480.4,2855319728
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,"Brachybacterium nesterenkovii",Bacteria,"facultative anaerobe",GCA_900163655,47847.3,2865174459
4309,,"CCUG 48887, ICMP 12481, ATCC 700181, CIP 104916, DSM 11811, NCPPB 3934, PVFi 20",1,"Brenneria alni",Bacteria,"facultative anaerobe",GCA_003666245,71656.4,2835052945
166420,gBX10-1-2,"CFCC 11842, KCTC 42840",1,"Brenneria corticis",Bacteria,"facultative anaerobe",GCA_003115855,2173106.3,2891501747
4306,"EN 101, WC1","CCUG 48853, NCPPB 564, CIP 105198, LMG 2694, CFBP 3616, ICMP 1578, DSM 30175, ATCC 13028",1,"Brenneria nigrifluens",Bacteria,"facultative anaerobe",GCA_005484965,55210.5,8066256271
4308,"BS 1027","DSM 30166, ATCC 15712, EX 2, NCPPB 447, CCUG 48855, CIP 105204, LMG 2698, CFBP 802",1,"Brenneria salicis",Bacteria,"facultative anaerobe",GCA_003315515,714314.6,2770939624
,,,,,,,GCA_003666165,714314.7,2839726999
,,,,,,,GCA_012932875,714314.8,2506783044
132387,PDF4,"DSM 100115, NCCB 100559",1,"Brevibacillus gelatini",Bacteria,"facultative anaerobe",GCA_003710935,1655277.4,2839026242
23172,DA2,"DSM 26674, JCM 15774, NCIMB 14531",1,"Brevibacillus nitrificans",Bacteria,"facultative anaerobe",GCA_003710965,651560.4,2851175764
1843,5401308,"DSM 23039, CCUG 53855, CIP 109422, CSUR P26, JCM 18108",0,"Brevibacterium ravenspurgense",Bacteria,"facultative anaerobe",GCA_000285915,1176165.3,2548877016
,,,,,,,GCA_001584405,1176165.5,2744054970
167374,LA-55,"LMG 30850, KACC 19639",1,"Brevundimonas fluminis",Bacteria,"facultative anaerobe",GCA_003934285,2487274.3,2831259131
6867,"SW 26","DSM 20171, ATCC 11509, NCDO 1676, NCIB 10018, WDCM 00071, CCUG 35132, CCM 4769, CIP 103251, NCIMB 10018, CECT 847, NCTC 10822, LMG 17208",1,"Brochothrix thermosphacta",Bacteria,"facultative anaerobe",GCA_000525935,1121126.4,2576861686
,,,,,,,GCA_000620985,1121126.5,2556921092
,,,,,,,GCA_001715655,1121126.7,2773858004
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,"Brooklawnia cerclae",Bacteria,"facultative anaerobe",GCA_011758645,349934.3,2820979626
140708,N62,"KCTC 42589, MCCC 1H00117",1,"Brumimicrobium aurantiacum",Bacteria,"facultative anaerobe",GCA_003402975,1737063.3,2831584504
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9, UCD 332-981",1,"Buchananella hordeovulneris",Bacteria,"facultative anaerobe",GCA_001907235,52770.4,2857276557
22996,D9,"DSM 21983, CCM 7845",1,"Budvicia diplopodorum",Bacteria,"facultative anaerobe",GCA_009800925,1119056.3,3000861951
1945,"J2863, W92B","ATCC BAA-698, CIP 108228, DSM 16086, CCUG 46047, LMG 20980",1,"Burkholderia anthina",Bacteria,"facultative anaerobe",GCA_902498995,179879.20,8115376246
,,,,,,,GCA_902830395,179879.31,8115076544
4316,S1/6-571,"DSM 9396, ATCC 51605, CCM 4876, CCUG 35509, CIP 106477, CDC 9510-94",1,"Buttiauxella brennerae",Bacteria,"facultative anaerobe",GCA_001654925,1354251.4,2791354934
4313,78-31,"DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507, CIP 106355",1,"Buttiauxella ferragutiae",Bacteria,"facultative anaerobe",GCA_001654915,1354252.4,2791354921
4314,S1/1-984,"CCUG 35508, DSM 9393, ATCC 51604, CCM 4875, CIP 106356, CDC 9509-94",1,"Buttiauxella gaviniae",Bacteria,"facultative anaerobe",GCA_001654835,1354253.4,2791354933
4317,S3/2-161,"CCUG 35510, DSM 9397, ATCC 51606, CCM 4877, CIP 106357, CDC 9511-94",1,"Buttiauxella izardii",Bacteria,"facultative anaerobe",GCA_003601925,82991.3,2835010371
4318,"EG 59-like NSW 11","DSM 9401, ATCC 51607, CCUG 35511, CCM 4864, CIP 106358, CDC 9512-94",1,"Buttiauxella noackiae",Bacteria,"facultative anaerobe",GCA_001654865,1354255.3,2791354922
4319,"EG 59-like NSW 326","CCUG 35512, DSM 9404, ATCC 51608, CCM 4878, CIP 106359, CDC 9513-94, NSW 326",1,"Buttiauxella warmboldiae",Bacteria,"facultative anaerobe",GCA_003818135,82993.3,2835230308
12492,"By c2","DSM 14553, JCM 12614, CIP 108850",1,"Byssovorax cruenta",Bacteria,"facultative anaerobe",GCA_001312805,1300159.4,2734481916
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,"Caballeronia sordidicola",Bacteria,"facultative anaerobe",GCA_001544455,196367.17,2713896994
390,BZ59,"DSM 22805, CGMCC 1.10190, LMG 26046",1,"Candidimonas bauzanensis",Bacteria,"facultative anaerobe",GCA_900129885,658167.4,2617270875
5494,"79120329, E6447","MCCM 00247, LMG 11513, MCCM 00265, LMG 11540, DSM 19736, ATCC 49044, CCUG 24742, CIP 103937, NCTC 12243, CCTM La 3495",1,"Capnocytophaga cynodegmi",Bacteria,"facultative anaerobe",GCA_000379185,926551.3,2513237123
,,,,,,,GCA_000827655,28189.4,2651869793
5487,"27, 927-3","DSM 3290, ATCC 33624, CCUG 9715, NCTC 12372, LMG 11514, CIP 102945, JCM 12953, CCM 3710",1,"Capnocytophaga gingivalis",Bacteria,"facultative anaerobe",GCA_000174755,553178.3,643886113
5492,B0611,"DSM 11449, ATCC 51502, JCM 8566, CCUG 32991, CIP 104128, LMG 16022, NCTC 12948, KCTC 5785",1,"Capnocytophaga granulosa",Bacteria,"facultative anaerobe",GCA_000411115,641143.3,2541046980
,,,,,,,GCA_900106575,45242.154,2693429885
,,,,,,,GCA_900446675,45242.4,2808606723
5491,A0404,"DSM 11385, ATCC 51501, JCM 8565, CCUG 32990, CIP 104125, LMG 16021, NCTC 12947, KCTC 5786",1,"Capnocytophaga haemolytica",Bacteria,"facultative anaerobe",GCA_001553545,45243.3,2687453164
,,,,,,,GCA_900115315,45243.4,2693429878
,,,,,,,GCA_900187255,45243.5,2773858048
5490,4,"CCUG 9714, NCTC 11653, LMG 11518, CIP 104301, DSM 7273, ATCC 33612, CIP 110086, DSM 3292, JCM 12967, VPI 12913",1,"Capnocytophaga sputigena",Bacteria,"facultative anaerobe",GCA_000173675,553177.6,642979305
,,,,,,,GCA_900446695,1019.49,2814123397
158815,JR1,"MCCC 1K03323, KCTC 52869",1,"Carboxylicivirga sediminis",Bacteria,"facultative anaerobe",GCA_018156225,2006564.3,3000654126
2266,pf4,"DSM 5972, ACAM 313, ATCC 49837, CCUG 34643, IFO 15548, CIP 105796",1,"Carnobacterium alterfunditum",Bacteria,"facultative anaerobe",GCA_000744115,1449335.3,2574179752
2253,66,"DSM 20623, ATCC 35677, NCDO 2763, WDCM 00075, CCUG 30094, CCM 4117, JCM 5816, BCRC 14042, CECT 4016, CIP 101029, IFO 15683, JCM 9133, KCTC 3675, LMG 9199, NBRC 15683, NCIMB 11952, NRIC 1629, NRRL B-14830, VTT E-97850",1,"Carnobacterium divergens",Bacteria,"facultative anaerobe",GCA_000744255,1449336.3,2574180433
,,,,,,,GCA_001437085,1449336.4,2700989267
2264,pf3,"CCUG 34644, IFO 15549, DSM 5970, ACAM 312, ATCC 49836, JCM 12499, CIP 106503, LMG 13519, LMG 14461, NBRC 15549, NCFB 3002, NCIMB 13247",1,"Carnobacterium funditum",Bacteria,"facultative anaerobe",GCA_000744185,1449337.3,2574179782
2255,"MT44, MT 44","DSM 4847, ATCC 49517, NCFB 2766, CCUG 30095, CCM 4114, LMG 9841, CIP 103160, JCM 12517, CECT 5958, NCCB 91132, NCIMB 12848, NRRL B-14832",1,"Carnobacterium gallinarum",Bacteria,"facultative anaerobe",GCA_000744375,1449338.3,2576861831
23826,,"DSM 28070, CCUG 62000, LMG 26642, JCM 31128",1,"Carnobacterium iners",Bacteria,"facultative anaerobe",GCA_900109585,1073423.3,2622736582
,,,,,,,GCA_900177385,1073423.4,2622736627
2268,K1,"DSM 13024, CCUG 31728, CIP 106863, JCM 12490, JCM 16168, CCM 7006, CECT 5963",1,"Carnobacterium inhibens subsp. inhibens",Bacteria,"facultative anaerobe",GCA_000746825,1449339.3,2574179783
2271,MS3,"DSM 23388, JCM 15539, KCTC 13251",1,"Carnobacterium jeotgali",Bacteria,"facultative anaerobe",GCA_000708655,545534.3,2585427852
,,,,,,,GCA_000745125,1449340.3,2579778522
2258,"MX 5, MX5","DSM 20342, ATCC 27865, CCUG 30142, LMG 6903, JCM 1154, BCRC 14054, CECT 4134, CIP 103135, KCTC 3602, NCFB 2382, NCIMB 11966, NRIC 1691, NRRL B-14852, NCDO 2382",1,"Carnobacterium maltaromaticum",Bacteria,"facultative anaerobe",GCA_000744945,1449341.3,2579778520
,,,,,,,GCA_001437315,1449341.4,2700989263
2262,LV61,"DSM 20722, ATCC 43225, NCDO 2764, JCM 9135, CIP 103043",0,"Carnobacterium maltaromaticum",Bacteria,"facultative anaerobe",GCA_001437035,2751.33,2700989269
2270,"FTR 1, FTR1","DSM 17715, ATCC BAA-754, CIP 108033, JCM 12174",1,"Carnobacterium pleistocenium",Bacteria,"facultative anaerobe",GCA_000744285,1449343.3,2576861401
2269,MPL-11,"DSM 14451, ATCC BAA-336, JCM 12222, CIP 107728",1,"Carnobacterium viridans",Bacteria,"facultative anaerobe",GCA_900102725,174587.3,2634166280
17636,"ID 139908","DSM 44928, NRRL B-24433, JCM 14897, BCRC 16841, CIP 109381, NBRC 102108",1,"Catenulispora acidiphila",Bacteria,"facultative anaerobe",GCA_000024025,479433.5,644736339
4321,"004, 0485-76","CCUG 12371, NCTC 11466, LMG 7863, JCM 1684, DSM 4587, ATCC 33432, CDC 0485-76, CIP 80.35, BCRC 14816, CDC 485-76",1,"Cedecea lapagei",Bacteria,"facultative anaerobe",GCA_900635955,158823.5,2836746200
4322,"Grimont 002, 0621-75, 002","DSM 13693, ATCC 33855, CDC 0621-75, CCUG 18763, CECT 855, JCM 7582, CDC 621-75, CIP 103241, GTC 1717, LMG 7864, NBRC 105707, NCTC 12120",1,"Cedecea neteri",Bacteria,"facultative anaerobe",GCA_001571265,1216978.4,2731957623
,,,,,,,GCA_900461005,158822.24,8117532580
13855,"H 14, H14","DSM 26471, CIP 109922, KMM 6012",1,"Celeribacter neptunius",Bacteria,"facultative anaerobe",GCA_900113955,588602.3,2617270870
17835,S-G2-2,"DSM 18577, ATCC BAA-1368",1,"Celerinatantimonas diazotrophica",Bacteria,"facultative anaerobe",GCA_004339545,412034.4,2802428811
166213,TKZ-21,"NBRC 112905, TBRC 8129",1,"Cellulomonas algicola",Bacteria,"facultative anaerobe",GCA_003851725,2071633.3,2868436644
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,"Cellulomonas bogoriensis",Bacteria,"facultative anaerobe",GCA_000767165,1386082.3,2651869835
2372,XBU-b,"DSM 17922, KCTC 19133, JCM 16927, NBRC 110799",1,"Cellulomonas chitinilytica",Bacteria,"facultative anaerobe",GCA_001314205,1305865.3,2734481976
,,,,,,,GCA_016862675,398759.3,8003032470
2367,W6929,"DSM 15764, ATCC BAA-788, NBRC 110783, CCUG 18431, JCM 14733, CIP 108914",1,"Cellulomonas denverensis",Bacteria,"facultative anaerobe",GCA_001315285,1305869.3,2734481980
,,,,,,,GCA_012396125,264297.4,3002911774
,,,,,,,GCA_016862695,264297.6,8110507405
2352,"133, NRS-133","DSM 20113, ATCC 484, NCIB 8980, NCTC 7547, CCUG 24087, JCM 1341, BCRC 14867, CECT 4283, CFBP 4254, CGMCC 1.1900, CIP 102114, HAMBI 93, IAM 12107, IFO 15513, IMET 10687, KCTC 1436, LMG 16345, NBRC 15513, NCAIM B.01386, NCCB 29016, NCIMB 11341, NCIMB 8980, VKM Ac-1411, VTT E-93020",1,"Cellulomonas fimi",Bacteria,"facultative anaerobe",GCA_000212695,590998.5,2505679089
,,,,,,,GCA_900637695,1708.3,8115646238
140657,,"ATCC 13127",1,"Cellulomonas gilvus",Bacteria,"facultative anaerobe",GCA_000218545,593907.5,2505679016
2360,,"DSM 9581, CCUG 34783, ATCC 51964, LMG 17240, CIP 104574, NBRC 16055, JCM 12133, DMMZ CE40, CCM 4572, IFM 10516, IFO 16055, KCTC 9982, DMMZ 40",1,"Cellulomonas hominis",Bacteria,"facultative anaerobe",GCA_001315265,1305868.3,2734481979
,,,,,,,GCA_014201095,156981.9,2856438371
2359,PSU-16S,"DSM 14368, ATCC 25174, CCUG 35596, NRRL B-3752, JCM 11945, CIP 104614, NCIMB 10802, PCM 2416",1,"Cellulomonas humilata",Bacteria,"facultative anaerobe",GCA_013359775,144055.3,2995910351
2366,O,"DSM 14785, ATCC 700643, IFO 16734, NBRC 16734, JCM 18110, CIP 107678, JCM 12410, KCTC 9983, NBRC 101100",1,"Cellulomonas iranensis",Bacteria,"facultative anaerobe",GCA_001315225,1223509.4,2734481977
,,,,,,,GCA_001552375,1223509.5,2731957583
,,,,,,,GCA_030814735,76862.12,2927609659
23832,FXJ8.089,"DSM 24960, CGMCC 4.6945, NBRC 110784, JCM 30777",1,"Cellulomonas marina",Bacteria,"facultative anaerobe",GCA_016862715,988821.4,8117744112
