sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
SCBI_047-M-20230822-COMP	2023-08-22	38.894257 -78.137217	392.4	0 - 0.305	M horizon	19.56666667	13:41:00	probe	6.587194514	composite: SCBI_047-M-41-20230822,SCBI_047-M-21-20230822,SCBI_047-M-39-20230822	1126 mm	11.6 Cel	USA: VA, Warren County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_047-M-20230822-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078433	Metagenome Analysis	Gs0166454	758830767	1372495	1	SCBI_047-M-20230822-COMP-DNA1
SCBI_049-M-20230822-COMP	2023-08-22	38.894617 -78.139644	364.6	0 - 0.308	M horizon	20.23333333	19:18:00	probe	5.599686538	composite: SCBI_049-M-39-20230822,SCBI_049-M-21-20230822,SCBI_049-M-41-20230822	1126 mm	11.6 Cel	USA: VA, Warren County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_049-M-20230822-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078380	Metagenome Analysis	Gs0166454	584607428	1049844	1	SCBI_049-M-20230822-COMP-DNA1
SCBI_067-M-20230822-COMP	2023-08-22	38.893949 -78.135536	412.2	0 - 0.303	M horizon	19.76666667	15:39:00	probe	6.924332744	composite: SCBI_067-M-39-20230822,SCBI_067-M-23-20230822,SCBI_067-M-41-20230822	1126 mm	11.6 Cel	USA: VA, Warren County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_067-M-20230822-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078378	Metagenome Analysis	Gs0166454	565335048	1014631	2	SCBI_067-M-20230822-COMP-DNA1
SJER_025-M-20230302-COMP	2023-03-02	37.127266 -119.759842	432.6	0 - 0.31	M horizon	5.3	17:57:00	auger	6.805062054	composite: SJER_025-M-21-20230302,SJER_025-M-39-20230302,SJER_025-M-41-20230302	540 mm	16.4 Cel	USA: CA, Madera County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_025-M-20230302-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078531	Metagenome Analysis	Gs0166454	763289351	1439992	2	SJER_025-M-20230302-COMP-DNA1
SRER_001-M-20230821-COMP	2023-08-21	31.862142 -110.818853	1172.1	0 - 0.3	M horizon	26.83333333	18:32:00	auger	6.515859687	composite: SRER_001-M-23-20230821,SRER_001-M-41-20230821,SRER_001-M-39-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_001-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080849	Metagenome Analysis	Gs0166454	1498502674	2563337	15	SRER_001-M-20230821-COMP-DNA1
SRER_002-M-20230821-COMP	2023-08-21	31.870334 -110.856598	1032	0 - 0.31	M horizon	30	19:52:00	auger	6.383779301	composite: SRER_002-M-21-20230821,SRER_002-M-41-20230821,SRER_002-M-39-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_002-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076625	Metagenome Analysis	Gs0166454	1598247718	2857074	4	SRER_002-M-20230821-COMP-DNA1
SRER_003-M-20230821-COMP	2023-08-21	31.840609 -110.917189	974.5	0 - 0.305	M horizon	32.66666667	22:02:00	auger	6.015597481	composite: SRER_003-M-21-20230821,SRER_003-M-41-20230821,SRER_003-M-23-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_003-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076031	Metagenome Analysis	Gs0166454	1407262133	2337294	26	SRER_003-M-20230821-COMP-DNA1
SRER_004-M-20230821-COMP	2023-08-21	31.906778 -110.815262	1044.5	0 - 0.29	M horizon	24.03333333	15:21:00	auger	8.2089922	composite: SRER_004-M-21-20230821,SRER_004-M-23-20230821,SRER_004-M-39-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_004-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078575	Metagenome Analysis	Gs0166454	1745488906	3150328	8	SRER_004-M-20230821-COMP-DNA1
SRER_043-M-20230821-COMP	2023-08-21	31.910099 -110.837175	993.4	0 - 0.3	M horizon	30.76666667	18:07:00	auger	8.378516476	composite: SRER_043-M-23-20230821,SRER_043-M-41-20230821,SRER_043-M-39-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_043-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078173	Metagenome Analysis	Gs0166454	765131602	1348421	5	SRER_043-M-20230821-COMP-DNA1
SRER_047-M-20230821-COMP	2023-08-21	31.910358 -110.838435	990.6	0 - 0.31	M horizon	31.63333333	19:33:00	auger	8.499923251	composite: SRER_047-M-41-20230821,SRER_047-M-39-20230821,SRER_047-M-23-20230821	346 mm	19.3 Cel	USA: AZ, Pima County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_047-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078219	Metagenome Analysis	Gs0166454	1557497862	2766221	5	SRER_047-M-20230821-COMP-DNA1
TOOL_001-O-20230719-COMP	2023-07-19	68.585776 -149.54318	804.5	0 - 0.302	O horizon	5.566666667	23:59:00	brownie cutter	4.417735266	composite: TOOL_001-O-23-20230719,TOOL_001-O-41-20230719,TOOL_001-O-39-20230719	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of dwarf scrub [ENVO:01000861]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_001-O-20230719-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079404	Metagenome Analysis	Gs0166454	1325237286	2157638	11	TOOL_001-O-20230719-COMP-DNA1
TOOL_002-O-20230720-COMP	2023-07-20	68.627943 -149.347229	843.8	0 - 0.281	O horizon	3.1	17:47:00	brownie cutter	4.885344253	composite: TOOL_002-O-39-20230720,TOOL_002-O-21-20230720,TOOL_002-O-41-20230720	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of dwarf scrub [ENVO:01000861]	Soil	Tundra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TOOL_003-O-20230718-COMP	2023-07-18	68.640255 -149.642461	707.8	0 - 0.312	O horizon	4.9	17:55:00	brownie cutter	5.678820862	composite: TOOL_003-O-41-20230718,TOOL_003-O-39-20230718,TOOL_003-O-23-20230718	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of sedge- and forb-dominated herbaceous vegetation [ENVO:01000887]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_003-O-20230718-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079510	Metagenome Analysis	Gs0166454	1096133727	1926668	9	TOOL_003-O-20230718-COMP-DNA1
TOOL_004-O-20230718-COMP	2023-07-18	68.616768 -149.629355	782.2	0 - 0.112	O horizon	4.033333333	23:41:00	brownie cutter	3.979215637	composite: TOOL_004-O-23-20230718,TOOL_004-O-41-20230718,TOOL_004-O-39-20230718	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of dwarf scrub [ENVO:01000861]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_004-O-20230718-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079401	Metagenome Analysis	Gs0166454	1274872820	1973374	11	TOOL_004-O-20230718-COMP-DNA1
TOOL_005-O-20230719-COMP	2023-07-19	68.560148 -149.528532	834.7	0 - 0.201	O horizon	3.8	17:27:00	brownie cutter	4.266911997	composite: TOOL_005-O-23-20230719,TOOL_005-O-39-20230719,TOOL_005-O-21-20230719	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of dwarf scrub [ENVO:01000861]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_005-O-20230719-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079391	Metagenome Analysis	Gs0166454	2081529232	3329831	15	TOOL_005-O-20230719-COMP-DNA1
TOOL_006-O-20230720-COMP	2023-07-20	68.622127 -149.280182	931.5	0 - 0.236	O horizon	3.966666667	18:22:00	brownie cutter	4.331542146	composite: TOOL_006-O-39-20230720,TOOL_006-O-23-20230720,TOOL_006-O-41-20230720	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_006-O-20230720-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078716	Metagenome Analysis	Gs0166454	700840058	1152324	7	TOOL_006-O-20230720-COMP-DNA1
TOOL_041-O-20230717-COMP	2023-07-17	68.666666 -149.369752	827.4	0 - 0.101	O horizon	4.966666667	18:48:00	brownie cutter	4.017856537	composite: TOOL_041-O-41-20230717,TOOL_041-O-23-20230717,TOOL_041-O-21-20230717	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of sedge- and forb-dominated herbaceous vegetation [ENVO:01000887]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_041-O-20230717-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078715	Metagenome Analysis	Gs0166454	336342496	600863	1	TOOL_041-O-20230717-COMP-DNA1
TOOL_042-O-20230717-COMP	2023-07-17	68.664072 -149.381292	805.4	0 - 0.115	O horizon	3.866666667	20:59:00	brownie cutter	4.296641017	composite: TOOL_042-O-41-20230717,TOOL_042-O-23-20230717,TOOL_042-O-21-20230717	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of sedge- and forb-dominated herbaceous vegetation [ENVO:01000887]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_042-O-20230717-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078714	Metagenome Analysis	Gs0166454	871724724	1442948	6	TOOL_042-O-20230717-COMP-DNA1
TOOL_043-O-20230717-COMP	2023-07-17	68.665514 -149.375519	821.6	0 - 0.256	O horizon	3.2	18:10:00	brownie cutter	4.444196478	composite: TOOL_043-O-41-20230717,TOOL_043-O-39-20230717,TOOL_043-O-21-20230717	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of sedge- and forb-dominated herbaceous vegetation [ENVO:01000887]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_043-O-20230717-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078713	Metagenome Analysis	Gs0166454	770570088	1306214	3	TOOL_043-O-20230717-COMP-DNA1
TOOL_044-O-20230717-COMP	2023-07-17	68.658157 -149.362189	822.4	0 - 0.181	O horizon	4.833333333	21:26:00	brownie cutter	4.717543805	composite: TOOL_044-O-21-20230717,TOOL_044-O-41-20230717,TOOL_044-O-39-20230717	316 mm	-9 Cel	USA: AK, North Slope County	tundra biome [ENVO:01000180]	area of sedge- and forb-dominated herbaceous vegetation [ENVO:01000887]	Soil	Tundra	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_044-O-20230717-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082036	Metagenome Analysis	Gs0166454	217707985	376785	0	TOOL_044-O-20230717-COMP-DNA1
UNDE_001-O-20230810-COMP	2023-08-10	46.234625 -89.560771	523.7	0 - 0.124	O horizon	14.46666667	19:31:00	brownie cutter	4.202893124	composite: UNDE_001-O-41-20230810,UNDE_001-O-39-20230810,UNDE_001-O-21-20230810	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_001-O-20230810-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078546	Metagenome Analysis	Gs0166454	1708412382	2915584	7	UNDE_001-O-20230810-COMP-DNA1
UNDE_002-O-20230808-COMP	2023-08-08	46.243102 -89.544805	504.4	0 - 0.302	O horizon	16.06666667	17:23:00	brownie cutter	4.418604348	composite: UNDE_002-O-39-20230808,UNDE_002-O-21-20230808,UNDE_002-O-23-20230808	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_002-O-20230808-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300081534	Metagenome Analysis	Gs0166454	2543674268	4200720	0	UNDE_002-O-20230808-COMP-DNA1
UNDE_003-M-20230810-COMP	2023-08-10	46.256247 -89.53609	504.8	0 - 0.296	M horizon	14.1	15:01:00	corer	5.2	composite: UNDE_003-M-39-20230810	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_003-M-20230810-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075937	Metagenome Analysis	Gs0166454	1884233211	3204340	16	UNDE_003-M-20230810-COMP-DNA1
UNDE_003-O-20230810-COMP	2023-08-10	46.256247 -89.53609	504.8	0 - 0.299	O horizon	13.3	15:38:00	brownie cutter	5.819637311	composite: UNDE_003-O-21-20230810,UNDE_003-O-23-20230810	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_003-O-20230810-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080942	Metagenome Analysis	Gs0166454	1615896714	2794909	26	UNDE_003-O-20230810-COMP-DNA1
UNDE_006-M-20230808-COMP	2023-08-08	46.254613 -89.512657	530	0 - 0.306	M horizon	15.93333333	15:47:00	corer	5.209098062	composite: UNDE_006-M-23-20230808,UNDE_006-M-41-20230808,UNDE_006-M-39-20230808	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_006-M-20230808-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075936	Metagenome Analysis	Gs0166454	1689522151	2848551	12	UNDE_006-M-20230808-COMP-DNA1
UNDE_008-M-20230808-COMP	2023-08-08	46.256193 -89.515052	514.8	0 - 0.335	M horizon	16.43333333	18:07:00	corer	5.354046834	composite: UNDE_008-M-23-20230808,UNDE_008-M-39-20230808,UNDE_008-M-41-20230808	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate mixed forest biome [ENVO:01000212]	temperate mixed forest [ENVO:01001796]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_008-M-20230808-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076003	Metagenome Analysis	Gs0166454	2146683880	3709932	12	UNDE_008-M-20230808-COMP-DNA1
UNDE_010-M-20230810-COMP	2023-08-10	46.237778 -89.541857	512.8	0 - 0.307	M horizon	15.1	13:35:00	corer	4.89	composite: UNDE_010-M-41-20230810	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_010-M-20230810-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076027	Metagenome Analysis	Gs0166454	2064717757	3462938	18	UNDE_010-M-20230810-COMP-DNA1
UNDE_010-O-20230810-COMP	2023-08-10	46.237778 -89.541857	512.8	0 - 0.303	O horizon	16.1	13:11:00	brownie cutter	4.127780588	composite: UNDE_010-O-23-20230810,UNDE_010-O-39-20230810	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_010-O-20230810-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075935	Metagenome Analysis	Gs0166454	1988967745	3311554	16	UNDE_010-O-20230810-COMP-DNA1
UNDE_037-O-20230809-COMP	2023-08-09	46.231276 -89.541941	524.4	0 - 0.297	O horizon	16.6	20:33:00	brownie cutter	4.056205161	composite: UNDE_037-O-39-20230809,UNDE_037-O-23-20230809,UNDE_037-O-21-20230809	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate mixed forest biome [ENVO:01000212]	temperate mixed forest [ENVO:01001796]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_037-O-20230809-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080930	Metagenome Analysis	Gs0166454	2408084642	4032356	11	UNDE_037-O-20230809-COMP-DNA1
UNDE_038-O-20230809-COMP	2023-08-09	46.232249 -89.534573	505.5	0 - 0.308	O horizon	16.06666667	16:10:00	brownie cutter	3.815226419	composite: UNDE_038-O-23-20230809,UNDE_038-O-41-20230809,UNDE_038-O-21-20230809	802 mm	4.3 Cel	USA: MI, Gogebic County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_038-O-20230809-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075492	Metagenome Analysis	Gs0166454	2226273214	3451651	36	UNDE_038-O-20230809-COMP-DNA1
UNDE_043-M-20230808-COMP	2023-08-08	46.234247 -89.542459	525.7	0 - 0.299	M horizon	16.16666667	15:28:00	corer	5.172288169	composite: UNDE_043-M-23-20230808,UNDE_043-M-21-20230808,UNDE_043-M-39-20230808	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_043-M-20230808-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076030	Metagenome Analysis	Gs0166454	1863441828	3158907	13	UNDE_043-M-20230808-COMP-DNA1
UNDE_044-M-20230809-COMP	2023-08-09	46.231744 -89.53264	507.4	0 - 0.306	M horizon	15.4	15:01:00	corer	4.745489533	composite: UNDE_044-M-41-20230809,UNDE_044-M-21-20230809,UNDE_044-M-23-20230809	802 mm	4.3 Cel	USA: MI, Gogebic County	temperate mixed forest biome [ENVO:01000212]	temperate mixed forest [ENVO:01001796]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_044-M-20230809-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076028	Metagenome Analysis	Gs0166454	1241165458	2187157	4	UNDE_044-M-20230809-COMP-DNA1
WOOD_001-M-20230704-COMP	2023-07-04	47.128258 -99.257768	596.3	0 - 0.31	M horizon	18.86666667	17:48:00	auger	7.499272655	composite: WOOD_001-M-21-20230704,WOOD_001-M-39-20230704,WOOD_001-M-41-20230704	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_001-M-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078280	Metagenome Analysis	Gs0166454	756832309	1273201	15	WOOD_001-M-20230704-COMP-DNA1
WOOD_002-M-20230705-COMP	2023-07-05	47.136134 -99.232896	573.6	0 - 0.3	M horizon	18.6	16:18:00	auger	7.500132251	composite: WOOD_002-M-23-20230705,WOOD_002-M-41-20230705,WOOD_002-M-21-20230705	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_002-M-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078279	Metagenome Analysis	Gs0166454	1695827519	2852250	12	WOOD_002-M-20230705-COMP-DNA1
WOOD_003-M-20230705-COMP	2023-07-05	47.118581 -99.239944	585.7	0 - 0.3	M horizon	16.6	14:04:00	auger	7.519132934	composite: WOOD_003-M-21-20230705,WOOD_003-M-41-20230705,WOOD_003-M-23-20230705	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_003-M-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079121	Metagenome Analysis	Gs0166454	1842703845	3156002	9	WOOD_003-M-20230705-COMP-DNA1
WOOD_004-M-20230704-COMP	2023-07-04	47.12584 -99.253801	594.1	0 - 0.3	M horizon	18.06666667	19:58:00	auger	6.928588607	composite: WOOD_004-M-23-20230704,WOOD_004-M-21-20230704,WOOD_004-M-39-20230704	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_004-M-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079543	Metagenome Analysis	Gs0166454	3056870789	5097958	23	WOOD_004-M-20230704-COMP-DNA1
WOOD_005-M-20230705-COMP	2023-07-05	47.149339 -99.251928	590.3	0 - 0.3	M horizon	19.46666667	18:17:00	auger	7.833716383	composite: WOOD_005-M-41-20230705,WOOD_005-M-39-20230705,WOOD_005-M-23-20230705	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_005-M-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078139	Metagenome Analysis	Gs0166454	1450671239	2444854	8	WOOD_005-M-20230705-COMP-DNA1
