"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"3441","RS_GCF_010915725.1",100,3.27,99.94,1.75,62.5266302093824,6310033,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;Thiorhodococcus mannitoliphagus","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiorhodococcus","Thiorhodococcus mannitoliphagus","Contig","Russia: White Sea coast","GCA_010915725.1","none","microbial mat communities of an estuary of the Nilma river","representative genome",329406,329406,"anaerobe","anaerobic"
"3442","RS_GCF_003945325.1",98.69,0,98.19,0,66.96154388322,2965302,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides baekrokdamisoli","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides baekrokdamisoli","Complete Genome","none","GCA_003945325.1","none","none","representative genome",1804624,1804624,"aerobe","aerobic"
"3443","RS_GCF_007830155.1",100,0.16,98.97,1.3,54.1492840739847,4976003,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_B;Pseudomonas_B duriflava","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_B","Pseudomonas_B duriflava","Contig","none","GCA_007830155.1","none","none","representative genome",459528,459528,"aerobe","aerobic"
"3444","RS_GCF_004357985.1",100,0.09,99.54,1.32,67.6391551201434,3727962,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas aestuarii","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas aestuarii","Contig","South Korea","GCA_004357985.1","none","tidal flat sediment","representative genome",453837,453837,"aerobe","aerobic"
"3445","RS_GCF_000156575.1",99.72,0.36,98.48,0.61,34.9364777537825,2206675,TRUE,"Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus lactolyticus","Bacteria","Bacillota","Clostridia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus","Scaffold","none","GCA_000156575.1","none","biological product [ENVO:02000043]","na",33032,525254,"anaerobe","anaerobic"
"3446","RS_GCF_009827615.1",100,0.04,99.36,0.09,59.0715929148347,2934197,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Allopontixanthobacter;Allopontixanthobacter confluentis","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allopontixanthobacter","Allopontixanthobacter confluentis","Scaffold","South Korea: Seocheon","GCA_009827615.1","none","estuarine water [ENVO:01000301]","representative genome",1849021,1849021,"aerobe","aerobic"
"3447","RS_GCF_003314995.1",100,1.1,100,0.96,50.8157865868217,4649592,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudochrobactrum;Pseudochrobactrum asaccharolyticum","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum","Pseudochrobactrum asaccharolyticum","Scaffold","none","GCA_003314995.1","none","none","representative genome",354351,354351,"obligate aerobe","aerobic"
"3448","RS_GCF_018070075.1",99.5,1.04,99.82,2.86,69.7525623282322,7167017,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora endophytica","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora endophytica","Contig","China: Yunnan","GCA_018070075.1","none","ENVO:01000349","representative genome",543886,543886,"aerobe","aerobic"
"3449","RS_GCF_900107645.1",100,2.55,99.35,0.97,46.6562312786949,3744894,TRUE,"Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa;Desulfuromusa kysingii","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geopsychrobacteraceae","Desulfuromusa","Desulfuromusa kysingii","Scaffold","none","GCA_900107645.1","none","none","representative genome",37625,37625,"anaerobe","anaerobic"
"3450","RS_GCF_900111115.1",99.6,0.03,97.9,0.76,57.49630131631,3420562,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Simplicispira;Simplicispira anulus","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Simplicispira","Simplicispira anulus","Scaffold","none","GCA_900111115.1","none","none","representative genome",180197,180197,"aerobe","aerobic"
"3451","RS_GCF_001552275.1",100,1.55,99.34,1.77,38.1213248432475,3447472,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_D;Amphibacillaceae;Amphibacillus_B;Amphibacillus_B sediminis","Bacteria","Bacillota","Bacilli","Bacillales_D","Amphibacillaceae","Amphibacillus_B","Amphibacillus_B sediminis","Contig","none","GCA_001552275.1","none","none","representative genome",360185,1220586,"aerobe","aerobic"
"3452","RS_GCF_002836945.1",100,0.02,100,0.54,52.4054837461107,4399136,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;Shewanella chilikensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","Shewanella chilikensis","Scaffold","India: Orissa; near Barkul; Chilika Lagoon","GCA_002836945.1","none","sediment of Lagoon","representative genome",558541,558541,"aerobe","aerobic"
"3453","RS_GCF_002051585.1",100,0.81,99.33,1.68,42.2734869424999,4901053,TRUE,"Bacteria;Bacillota;Clostridia;Acetivibrionales;DSM-27016;Ruminiclostridium;Ruminiclostridium hungatei","Bacteria","Bacillota","Clostridia","Acetivibrionales","DSM-27016","Ruminiclostridium","Ruminiclostridium hungatei","Contig","USA","GCA_002051585.1","none","soil under a pile of rotting wood chips","representative genome",48256,48256,"anaerobe","anaerobic"
"3454","RS_GCF_000185505.1",100,5.07,99.88,1.06,51.6340678119772,2362882,TRUE,"Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter;Pseudoramibacter alactolyticus","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter","Pseudoramibacter alactolyticus","Scaffold","none","GCA_000185505.1","none","oral cavity","representative genome",113287,887929,"anaerobe","anaerobic"
"3455","RS_GCF_026248825.1",99.36,1.52,99.7,0.3,53.2988176744261,6564943,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Larkinella;Larkinella insperata","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Larkinella","Larkinella insperata","Complete Genome","Belgium:a pharmaceutical company","GCA_026248825.1","none","water of a pharmaceutical company steam generator","representative genome",332158,332158,"aerobe","aerobic"
"3456","RS_GCF_003696345.1",100,4.92,100,4.48,68.568637856633,6061989,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Pseudoroseomonas;Pseudoroseomonas wenyumeiae","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Pseudoroseomonas","Pseudoroseomonas wenyumeiae","Scaffold","China: Qinghai Province; Yushu; Hoh Xil","GCA_003696345.1","none","feces","representative genome",2478470,2478470,"aerobe","aerobic"
"3457","RS_GCF_001434115.1",99.98,0.11,99.18,1.25,53.5786246329322,2704501,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus zymae","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus zymae","Scaffold","Belgium","GCA_001434115.1","none","artisanal wheat sourdough","na",267363,1423817,"anaerobe","anaerobic"
"3458","RS_GCF_000210075.1",99.95,0.86,98.57,0.11,41.8946692290666,5976145,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Chromosome","none","GCA_000210075.1","none","none","na",371601,657309,"anaerobe","anaerobic"
"3459","RS_GCF_004365915.1",99.38,1.17,99.49,1.52,64.8442904316275,3677616,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Cryobacterium;Cryobacterium psychrophilum","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Cryobacterium","Cryobacterium psychrophilum","Contig","Antarctica","GCA_004365915.1","none","none","representative genome",41988,41988,"obligate aerobe","aerobic"
"3460","RS_GCF_001431525.1",99.99,0.07,98.16,0.79,66.106087849648,3029904,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas koreensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas koreensis","Contig","South Korea","GCA_001431525.1","none","compost","representative genome",266128,266128,"aerobe","aerobic"
"3461","RS_GCF_021474425.1",100,0.28,100,0,70.6935569284013,9891217,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces muensis","Bacteria","Actinomycetota","Actinomycetes","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces muensis","Contig","none","GCA_021474425.1","none","soil","representative genome",1077944,1077944,"aerobe","aerobic"
"3462","RS_GCF_000413055.1",99.64,1.14,100,0,47.8848660545754,2530388,TRUE,"Bacteria;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_C;Treponema_C maltophilum","Bacteria","Spirochaetota","Spirochaetia","Treponematales","Treponemataceae","Treponema_C","Treponema_C maltophilum","Scaffold","none","GCA_000413055.1","none","none","representative genome",51160,1125699,"aerobe","aerobic"
"3463","RS_GCF_000167355.1",96.46,1.75,97.97,2.58,51.8270753837731,3828328,TRUE,"Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas acetoxidans","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas","Desulfuromonas acetoxidans","Scaffold","none","GCA_000167355.1","none","none","na",891,281689,"anaerobe","anaerobic"
"3464","RS_GCF_001953055.1",100,1.07,100,0.8,58.5908528680057,3357577,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Salaquimonas;Salaquimonas pukyongi","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Salaquimonas","Salaquimonas pukyongi","Complete Genome","South Korea","GCA_001953055.1","none","Recirculating aquaculture system","representative genome",2712698,2712698,"aerobe","aerobic"
"3465","RS_GCF_010882125.1",99.96,0.15,98.27,1.09,37.4098811414996,4472175,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_B;DSM-1321;Bacillus_BN;Bacillus_BN alkalitolerans","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-1321","Bacillus_BN","Bacillus_BN alkalitolerans","Scaffold","none","GCA_010882125.1","none","Hydrothermal vent","representative genome",1550385,1550385,"aerobe","aerobic"
"3466","RS_GCF_009829075.1",99.44,0.03,99.52,0.48,35.1720350975567,3613157,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium composti","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium composti","Scaffold","South Korea: Daejeon","GCA_009829075.1","none","compost","representative genome",363260,363260,"aerobe","aerobic"
"3467","RS_GCF_000526995.1",99.99,0.95,99.37,0.95,44.9307854487546,6383701,TRUE,"Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora indolis","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lacrimispora","Lacrimispora indolis","Contig","none","GCA_000526995.1","none","not provided; submitted under MIGS 2.1","representative genome",69825,1304881,"anaerobe","anaerobic"
"3468","RS_GCF_014653695.1",99.39,0.21,99.03,1.53,69.6102184048596,9738650,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Pseudonocardiaceae;Lentzea;Lentzea cavernae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Lentzea","Lentzea cavernae","Scaffold","none","GCA_014653695.1","none","none","representative genome",2020703,2020703,"aerobe","aerobic"
"3469","RS_GCF_000768355.1",100,0.01,100,1.38,67.2823903791745,3275062,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Aerolutibacter;Aerolutibacter daejeonensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Aerolutibacter","Aerolutibacter daejeonensis","Contig","South Korea","GCA_000768355.1","none","greenhouse soil","representative genome",346181,1385517,"aerobe","aerobic"
"3470","RS_GCF_014635685.1",95.6,0.33,98.64,1.06,45.9530578044413,2090914,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Galliscardovia;Galliscardovia ingluviei","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Galliscardovia","Galliscardovia ingluviei","Contig","none","GCA_014635685.1","none","none","representative genome",1769422,1769422,"anaerobe","anaerobic"
"3471","RS_GCF_013410455.1",100,0.35,99.28,0.27,69.6716458008705,3722200,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Dermatophilaceae;Allobranchiibius;Allobranchiibius huperziae","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae","Allobranchiibius","Allobranchiibius huperziae","Contig","none","GCA_013410455.1","none","none","representative genome",1874116,1874116,"aerobe","aerobic"
"3472","RS_GCF_000615845.1",90.32,0.13,96.23,0.52,33.976881448601,1667319,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus hayakitensis","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus hayakitensis","Contig","none","GCA_000615845.1","none","none","na",396716,1423755,"anaerobe","anaerobic"
"3473","RS_GCF_001029105.3",100,0.15,99.55,0.55,63.4463837406134,5732664,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea faecigallinarum","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Pandoraea faecigallinarum","Complete Genome","India","GCA_001029105.3","none","Chicken dung","representative genome",656179,656179,"aerobe","aerobic"
"3474","RS_GCF_017873765.1",88.91,0.91,99.07,1.18,43.077852181213,3608107,TRUE,"Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus_AG;Paenibacillus_AG sediminis","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus_AG","Paenibacillus_AG sediminis","Contig","none","GCA_017873765.1","none","none","representative genome",664909,664909,"aerobe","aerobic"
"3475","RS_GCF_014646675.1",100,0.03,98.32,1.23,30.1319350963278,3593658,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;Lutibacter litoralis","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter","Lutibacter litoralis","Scaffold","none","GCA_014646675.1","none","none","representative genome",321268,321268,"aerobe","aerobic"
"3476","RS_GCF_008831035.1",98.48,0.66,100,0.81,60.4409944775167,2462117,TRUE,"Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Ellagibacter;Ellagibacter isourolithinifaciens","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Ellagibacter","Ellagibacter isourolithinifaciens","Contig","Spain: Murcia","GCA_008831035.1","none","feces","representative genome",2137581,2137581,"anaerobe","anaerobic"
"3477","RS_GCF_014202495.1",92.21,0.31,97.35,1.21,35.370316848583,2792598,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_D;Amphibacillaceae;Cerasibacillus;Cerasibacillus quisquiliarum","Bacteria","Bacillota","Bacilli","Bacillales_D","Amphibacillaceae","Cerasibacillus","Cerasibacillus quisquiliarum","Scaffold","Japan","GCA_014202495.1","none","none","na",227865,227865,"aerobe","aerobic"
"3478","RS_GCF_000231055.2",99.99,0.38,99.51,0,70.0810751917401,4763852,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora azurea","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora azurea","Chromosome","China","GCA_000231055.3","none","soil","representative genome",40988,882081,"aerobe","aerobic"
"3479","RS_GCF_000308535.1",99.97,1,98.85,1.17,68.1571445164092,7602329,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Nocardia;Nocardia cerradoensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Nocardia","Nocardia cerradoensis","Contig","none","GCA_000308535.1","none","none","na",85688,1206727,"obligate aerobe","aerobic"
"3480","RS_GCF_900108035.1",99.99,0.01,99.62,0,40.3570035404639,3571001,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides chinchillae","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides chinchillae","Contig","none","GCA_900108035.1","none","none","representative genome",871327,871327,"anaerobe","anaerobic"
"3481","RS_GCF_004216895.1",99.95,0.27,99.62,0.05,35.7721714469217,3880543,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquimarina;Aquimarina brevivitae","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Aquimarina brevivitae","Scaffold","South Korea: Saemankum; Pyunsan; the Yellow Sea","GCA_004216895.1","none","none","representative genome",323412,323412,"aerobe","aerobic"
"3482","RS_GCF_003668635.1",99.99,0.04,99.34,0.22,44.4932094781361,3672033,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_A;Planococcaceae;Planococcus;Planococcus sp003668635","Bacteria","Bacillota","Bacilli","Bacillales_A","Planococcaceae","Planococcus","Planococcus sp003668635","Contig","China: Huatugou","GCA_003668635.1","none","crude-oil contaminated soil","na",2478977,2478977,"aerobe","aerobic"
"3483","RS_GCF_000252955.1",100,0.6,100,0,44.2145612409508,4587917,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Xenorhabdus;Xenorhabdus nematophila","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Xenorhabdus","Xenorhabdus nematophila","Chromosome","none","GCA_000252955.1","none","none","representative genome",628,406817,"aerobe","aerobic"
"3484","RS_GCF_003072125.1",100,2.14,99.37,0.33,63.9483127844036,3981807,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius sediminicola","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Roseovarius sediminicola","Scaffold","China","GCA_003072125.1","none","marine sediment","representative genome",2170575,2170575,"aerobe","aerobic"
"3485","RS_GCF_009936215.1",91.59,0.42,96.61,0.62,40.4234916496292,2044999,TRUE,"Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Athalassotoga;Athalassotoga saccharophila","Bacteria","Thermotogota","Thermotogae","Mesoaciditogales","Mesoaciditogaceae","Athalassotoga","Athalassotoga saccharophila","Complete Genome","Japan:Tochigi; Oku-Shiobara","GCA_009936215.1","none","water","representative genome",1441386,1441386,"anaerobe","anaerobic"
"3486","RS_GCF_023472875.1",100,0.02,99.7,0.34,49.1126200924634,2265569,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;Neisseria perflava","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","Neisseria perflava","Contig","none","GCA_023472875.1","none","none","representative genome",33053,33053,"obligate aerobe","aerobic"
"3487","RS_GCF_002937075.1",99.26,1.02,96.87,1.25,63.9323488404061,5092596,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Rhodoblastus;Rhodoblastus sphagnicola","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus","Rhodoblastus sphagnicola","Scaffold","Russia: Tver region; West Dvinsky district","GCA_002937075.1","none","peat bog","representative genome",333368,333368,"aerobe","aerobic"
"3488","RS_GCF_001434365.1",100,0.52,99.18,0.27,41.6425527494194,1848461,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus gastricus","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus gastricus","Scaffold","Sweden","GCA_001434365.1","none","gastric biopsies; stomach mucosa","representative genome",227942,1423749,"anaerobe","anaerobic"
"3489","RS_GCF_004765605.1",100,0,100,0.74,62.2448881471199,5511749,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter aquaticus","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter aquaticus","Contig","South Korea: the Han River","GCA_004765605.1","none","river water","representative genome",1867101,1867101,"aerobe","aerobic"
"3490","RS_GCF_000684975.1",99.96,0.22,99.17,2.01,65.2024404850702,6475434,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia acidipaludis","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia acidipaludis","Contig","none","GCA_000684975.1","none","none","representative genome",660537,1218074,"aerobe","aerobic"
"3491","RS_GCF_014204895.1",100,2.21,100,2.57,71.0728011848148,9330741,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Micromonosporaceae;Actinoplanes;Actinoplanes abujensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Micromonosporaceae","Actinoplanes","Actinoplanes abujensis","Contig","Nigeria: Abuja","GCA_014204895.1","none","none","representative genome",882441,882441,"aerobe","aerobic"
"3492","RS_GCF_010093135.1",100,0.02,99.16,0.34,72.0821833813468,3043271,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas taiwanensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas taiwanensis","Contig","Taiwan","GCA_010093135.1","none","hot spring","representative genome",176598,176598,"aerobe","aerobic"
"3493","RS_GCF_001482405.1",99.97,0.16,99.1,0.38,67.9559886756384,4562553,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoponticoccus;Pseudoponticoccus marisrubri","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudoponticoccus","Pseudoponticoccus marisrubri","Contig","Saudi Arabia: Red Sea","GCA_001482405.1","none","Erba brine-seawater interface","representative genome",1685382,1685382,"aerobe","aerobic"
"3494","RS_GCF_001941975.2",99.99,1.17,100,3.69,47.2376266189571,5015343,TRUE,"Bacteria;Bacillota;Negativicutes;Sporomusales;Sporomusaceae;Sporomusa;Sporomusa sphaeroides","Bacteria","Bacillota","Negativicutes","Sporomusales","Sporomusaceae","Sporomusa","Sporomusa sphaeroides","Complete Genome","Germany: Goettingen Leine River","GCA_001941975.2","none","river mud","representative genome",47679,1337886,"anaerobe","anaerobic"
"3495","RS_GCF_000025265.1",99.96,2.39,98.29,1.78,72.7334268541423,6359369,TRUE,"Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter woesei","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Conexibacter woesei","Complete Genome","none","GCA_000025265.1","none","none","representative genome",191495,469383,"obligate aerobe","aerobic"
"3496","RS_GCF_003967075.1",100,1.02,99.66,1.19,64.6313240978801,4773922,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium amiense","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium amiense","Complete Genome","none","GCA_003967075.1","none","none","representative genome",135719,135719,"aerobe","aerobic"
"3497","RS_GCF_001884025.1",100,0,98.61,0.33,35.211209882159,5416792,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A;Bacillus_A pacificus","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae_G","Bacillus_A","Bacillus_A pacificus","Contig","Pacific Ocean","GCA_001884025.1","none","seawater","na",2026187,2026187,"aerobe","aerobic"
"3498","RS_GCF_011604685.1",100,0.79,100,1.19,47.6624371420782,8898242,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma;Spirosoma aureum","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Spirosoma","Spirosoma aureum","Complete Genome","South Korea: Uijeongbu-si","GCA_011604685.1","none","soil","representative genome",2692134,2692134,"aerobe","aerobic"
"3499","RS_GCF_002095485.1",100,2.39,99.12,0.74,56.2534142568621,4653282,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea;Pantoea wallisii","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea wallisii","Contig","South Africa","GCA_002095485.1","none","none","representative genome",1076551,1076551,"aerobe","aerobic"
"3500","RS_GCF_900108945.1",100,1.85,99.5,1.08,62.5871455130938,8688577,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia diazotrophica","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia diazotrophica","Scaffold","none","GCA_900108945.1","none","none","representative genome",667676,667676,"aerobe","aerobic"
