Accession,phylum,PF00216.26,PF00296.26,PF01189.24,PF04241.20,PF08331.15,PF10371.14,PF10590.14,PF16870.10,PF17769.7,PF17910.6,PF22692.1,PF01329.24,PF21349.2,PF01152.27,PF02104.20,PF02628.20,PF03070.21,PF01871.22,PF13564.11,PF05721.19,Oxygen2
GCA_900182585.1,Aquificota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001507665.1,Deinococcota,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0
GCA_000212415.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GCA_001184205.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_013177655.1,Campylobacterota,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GCA_000008185.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000183405.1,Other,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_900130015.1,Desulfobacterota,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_004087915.1,Other,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000020965.1,Other,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000011905.1,Chloroflexota,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_013128195.2,Planctomycetota,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
GCA_900188085.1,Acidobacteriota,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_900114975.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000378005.1,Other,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
GCA_000020945.1,Other,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
GCA_000208385.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_000022265.1,Desulfobacterota,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
