Accession,phylum,PF00115.25,PF00116.26,PF00199.24,PF00296.26,PF00510.24,PF01521.26,PF02678.22,PF03063.25,PF05726.19,PF08007.18,PF10371.14,PF13597.11,PF16901.10,PF17773.7,PF02579.22,PF02628.20,PF08530.16,PF01871.22,PF02906.19,PF09989.15,Oxygen2
GCA_000265075.1,Bacteroidota,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_007995015.1,Bacteroidota,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
GCA_002865585.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_003814745.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_001399675.1,Bacillota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_014642175.1,Bacteroidota,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_900187375.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000340965.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_001017435.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000818095.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_009856445.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900112405.1,Bacillota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GCA_018324255.1,Actinomycetota,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_011761985.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_002217435.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000143685.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000284515.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_001190785.1,Bacillota,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000016425.1,Actinomycetota,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
GCA_007713715.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900129055.1,Pseudomonadota,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
GCA_003688285.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_013377235.1,Pseudomonadota,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
GCA_001544975.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_003149085.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_001274775.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003594885.1,Actinomycetota,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
GCA_002760665.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000600335.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900113435.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000179615.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_002086695.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_003917135.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000175255.2,Pseudomonadota,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
GCA_000442255.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000294655.1,Pseudomonadota,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1
GCA_022749495.1,Pseudomonadota,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
GCA_001439635.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003390885.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003730015.1,Bacteroidota,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
GCA_000758665.1,Bacillota,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0
GCA_016907355.1,Actinomycetota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_005887635.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_020443705.1,Bacillota,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_003054045.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_900099675.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
GCA_014201465.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GCA_900091575.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_004135055.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_013408535.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_004369205.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_004322755.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
GCA_900111295.1,Bacillota,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
GCA_000157995.1,Bacillota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000174195.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000719115.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900100345.1,Bacillota,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
GCA_016741775.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_003124125.1,Bacillota,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GCA_900099815.1,Bacteroidota,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_900129285.1,Bacillota,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
GCA_003194585.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900111735.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
GCA_001436275.1,Bacillota,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
GCA_001653335.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000429705.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_003148745.1,Pseudomonadota,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_000615445.1,Bacillota,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_000517545.1,Bacteroidota,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1
GCA_008806345.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_016584105.1,Pseudomonadota,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
GCA_014651855.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_002257705.2,Bacillota,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000220255.1,Bacteroidota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
GCA_000023925.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
GCA_007828865.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000236925.1,Bacillota,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0
GCA_001544915.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_003990045.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_006149045.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_009725995.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_008271745.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_009765215.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_003971235.1,Bacteroidota,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
GCA_900099605.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
GCA_900107115.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_003284895.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
GCA_003327535.1,Actinomycetota,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000744285.1,Bacillota,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
GCA_001434575.1,Bacillota,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1
GCA_900129915.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_013407955.1,Actinomycetota,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900100955.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_001692445.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
GCA_001894865.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900142385.1,Pseudomonadota,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900114925.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
GCA_900142035.1,Bacteroidota,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_014199685.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000297115.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_006716745.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_001439735.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_014643695.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900112975.1,Bacteroidota,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
GCA_900112585.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
GCA_002236115.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_902804475.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_005280585.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_001613365.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_000315485.1,Bacteroidota,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
GCA_001854475.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_014645315.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_001267175.1,Pseudomonadota,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
GCA_002258215.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_001613085.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_016908775.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_006538525.1,Pseudomonadota,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
GCA_000382205.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000426745.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_900089585.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_011089875.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_023008245.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
GCA_004684935.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
GCA_000333015.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000369005.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
GCA_900116115.1,Bacteroidota,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0
GCA_028746185.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_017875645.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_003688405.1,Bacteroidota,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000241325.2,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_009617575.1,Pseudomonadota,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
GCA_000807275.1,Pseudomonadota,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
GCA_000518545.1,Bacteroidota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
GCA_005434915.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_003313245.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000308775.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_900115475.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000376385.1,Bacillota,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1
GCA_000196555.1,Actinomycetota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
GCA_000686705.1,Bacillota,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1
GCA_000826685.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000429105.1,Actinomycetota,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GCA_003987015.1,Pseudomonadota,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
GCA_000614975.1,Pseudomonadota,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
GCA_003752405.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
GCA_900104135.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_023061185.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
GCA_000473995.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
GCA_015352955.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900113085.1,Pseudomonadota,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_003955735.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_004137255.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_900167165.1,Bacillota,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
GCA_000190535.1,Bacteroidota,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1
GCA_002217205.1,Bacteroidota,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GCA_024171725.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_014642675.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900496975.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1
GCA_002352765.2,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_900100735.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
GCA_001661915.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_008801835.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_026735165.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_008933115.1,Bacteroidota,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_003259375.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0
GCA_003515945.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900102075.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003054175.1,Pseudomonadota,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
GCA_009910675.1,Pseudomonadota,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
GCA_004357995.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000819765.1,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
GCA_003867075.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_017963645.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
GCA_001792775.2,Bacillota,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
GCA_004214935.1,Actinomycetota,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
GCA_002798305.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_010093205.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_006494365.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_014636475.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_014652895.1,Pseudomonadota,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
GCA_000312025.1,Bacillota,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
GCA_004341395.1,Bacillota,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1
GCA_016653115.1,Pseudomonadota,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1
GCA_004358165.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_000384075.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
GCA_001591045.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_003290025.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003634705.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
GCA_004362515.1,Actinomycetota,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900100755.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_014643535.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_013409065.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_002902305.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_014192515.1,Bacteroidota,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
GCA_025384845.1,Pseudomonadota,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
GCA_014639315.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000384135.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
GCA_000225525.2,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_014202215.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
GCA_900450455.1,Bacillota,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1
GCA_004349015.1,Actinomycetota,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
GCA_001545035.2,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_016907995.1,Bacillota,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_003606265.1,Bacillota,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_004364805.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000612505.1,Bacillota,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1
GCA_002723955.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
GCA_026343955.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003605365.2,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003336425.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900101885.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_900103785.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_021026195.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
GCA_000482485.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
GCA_016583645.1,Pseudomonadota,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
GCA_900108225.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900116285.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_004217565.1,Actinomycetota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_004345005.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
GCA_012396505.1,Bacillota,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
GCA_000372885.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
GCA_003583405.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_003570705.1,Bacillota,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
GCA_004352845.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
GCA_004341375.1,Pseudomonadota,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
GCA_010211765.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_900148835.1,Bacteroidota,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
GCA_000146165.2,Pseudomonadota,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
GCA_003415675.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0
GCA_007993035.1,Bacteroidota,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GCA_014635345.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
